prompt,category,response,extract_atomic_unit_prompt,parsed_response,atomic_units,true_answer,yesno,hallucinated_atomic_units
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city J to city K
There is a flight from city I to city G
There is a flight from city N to city J
There is a flight from city L to city H
There is a flight from city A to city C
There is a flight from city I to city L
There is a flight from city N to city A
There is a flight from city A to city F
There is a flight from city G to city D
There is a flight from city L to city E
There is a flight from city G to city M
There is a flight from city J to city B

Question: Is there a series of flights that goes from city I to city K? First, respond with yes or no. If yes, then provide the series of flights.",graph, Yes. The series of flights from city I to city K is: I -> G -> J -> K.,"<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>:  Yes. The series of flights from city I to city K is: I -> G -> J -> K. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city I to city G, There is a flight from city G to city J, There is a flight from city J to city K ","['yes', ('I', 'G'), ('G', 'J'), ('J', 'K')]","[('J', 'K'), ('I', 'G'), ('N', 'J'), ('L', 'H'), ('A', 'C'), ('I', 'L'), ('N', 'A'), ('A', 'F'), ('G', 'D'), ('L', 'E'), ('G', 'M'), ('J', 'B'), ('I', 'K')]",['yes'],"['yes', ('G', 'J')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city A to city C
There is a flight from city K to city J
There is a flight from city B to city L
There is a flight from city I to city K
There is a flight from city N to city E
There is a flight from city I to city N
There is a flight from city G to city B
There is a flight from city G to city A
There is a flight from city A to city M
There is a flight from city N to city D
There is a flight from city B to city F
There is a flight from city K to city H

Question: Is there a series of flights that goes from city I to city F? First, respond with yes or no. If yes, then provide the series of flights.",graph,"Yes. The series of flights from city I to city F is: I to K, K to J, J to B, B to F.","<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>: Yes. The series of flights from city I to city F is: I to K, K to J, J to B, B to F. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city I to city K, There is a flight from city K to city J, There is a flight from city J to city B, There is a flight from city B to city F ","['yes', ('I', 'K'), ('K', 'J'), ('J', 'B'), ('B', 'F')]","[('A', 'C'), ('K', 'J'), ('B', 'L'), ('I', 'K'), ('N', 'E'), ('I', 'N'), ('G', 'B'), ('G', 'A'), ('A', 'M'), ('N', 'D'), ('B', 'F'), ('K', 'H'), ('I', 'F')]",['yes'],"['yes', ('J', 'B')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city C to city K
There is a flight from city C to city G
There is a flight from city H to city B
There is a flight from city J to city D
There is a flight from city H to city L
There is a flight from city I to city A
There is a flight from city E to city I
There is a flight from city I to city N
There is a flight from city E to city C
There is a flight from city F to city H
There is a flight from city J to city M
There is a flight from city F to city J

Question: Is there a series of flights that goes from city E to city M? First, respond with yes or no. If yes, then provide the series of flights.",graph, Yes. The series of flights from city E to city M is: E-I-J-M.,"<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>:  Yes. The series of flights from city E to city M is: E-I-J-M. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city E to city I, There is a flight from city I to city J, There is a flight from city J to city M","['yes', ('E', 'I'), ('I', 'J'), ('J', 'M')]","[('C', 'K'), ('C', 'G'), ('H', 'B'), ('J', 'D'), ('H', 'L'), ('I', 'A'), ('E', 'I'), ('I', 'N'), ('E', 'C'), ('F', 'H'), ('J', 'M'), ('F', 'J'), ('E', 'M')]",['yes'],"[('I', 'J'), 'yes']"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city A to city B
There is a flight from city N to city G
There is a flight from city N to city H
There is a flight from city D to city F
There is a flight from city K to city A
There is a flight from city A to city J
There is a flight from city K to city L
There is a flight from city L to city M
There is a flight from city D to city N
There is a flight from city F to city C
There is a flight from city F to city E
There is a flight from city L to city I

Question: Is there a series of flights that goes from city K to city C? First, respond with yes or no. If yes, then provide the series of flights.",graph," Yes, there is a series of flights that goes from city K to city C. The series of flights is: K-A-J-C.","<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>:  Yes, there is a series of flights that goes from city K to city C. The series of flights is: K-A-J-C. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city K to city A, There is a flight from city A to city J, There is a flight from city J to city C","['yes', ('K', 'A'), ('A', 'J'), ('J', 'C')]","[('A', 'B'), ('N', 'G'), ('N', 'H'), ('D', 'F'), ('K', 'A'), ('A', 'J'), ('K', 'L'), ('L', 'M'), ('D', 'N'), ('F', 'C'), ('F', 'E'), ('L', 'I'), ('K', 'C')]",['yes'],"['yes', ('J', 'C')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city K to city G
There is a flight from city D to city B
There is a flight from city D to city L
There is a flight from city E to city F
There is a flight from city C to city N
There is a flight from city F to city M
There is a flight from city C to city A
There is a flight from city I to city C
There is a flight from city E to city D
There is a flight from city K to city J
There is a flight from city I to city K
There is a flight from city F to city H

Question: Is there a series of flights that goes from city I to city B? First, respond with yes or no. If yes, then provide the series of flights.",graph, Yes. The series of flights from city I to city B is: I -> K -> D -> B.,"<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>:  Yes. The series of flights from city I to city B is: I -> K -> D -> B. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city I to city K, There is a flight from city K to city D, There is a flight from city D to city B.","['yes', ('I', 'K'), ('K', 'D'), ('D', 'B')]","[('K', 'G'), ('D', 'B'), ('D', 'L'), ('E', 'F'), ('C', 'N'), ('F', 'M'), ('C', 'A'), ('I', 'C'), ('E', 'D'), ('K', 'J'), ('I', 'K'), ('F', 'H'), ('I', 'B')]",['yes'],"['yes', ('K', 'D')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city D to city J
There is a flight from city H to city G
There is a flight from city H to city K
There is a flight from city A to city D
There is a flight from city I to city F
There is a flight from city D to city L
There is a flight from city M to city E
There is a flight from city C to city H
There is a flight from city C to city M
There is a flight from city M to city N
There is a flight from city A to city I
There is a flight from city I to city B

Question: Is there a series of flights that goes from city C to city L? First, respond with yes or no. If yes, then provide the series of flights.",graph," Yes, there is a series of flights that goes from city C to city L. The series of flights is: C -> H -> D -> L.","<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>:  Yes, there is a series of flights that goes from city C to city L. The series of flights is: C -> H -> D -> L. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city C to city H, There is a flight from city H to city D, There is a flight from city D to city L","['yes', ('C', 'H'), ('H', 'D'), ('D', 'L')]","[('D', 'J'), ('H', 'G'), ('H', 'K'), ('A', 'D'), ('I', 'F'), ('D', 'L'), ('M', 'E'), ('C', 'H'), ('C', 'M'), ('M', 'N'), ('A', 'I'), ('I', 'B'), ('C', 'L')]",['yes'],"['yes', ('H', 'D')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city G to city N
There is a flight from city G to city H
There is a flight from city B to city G
There is a flight from city A to city L
There is a flight from city F to city K
There is a flight from city D to city J
There is a flight from city D to city I
There is a flight from city B to city D
There is a flight from city A to city C
There is a flight from city F to city M
There is a flight from city E to city F
There is a flight from city E to city A

Question: Is there a series of flights that goes from city B to city C? First, respond with yes or no. If yes, then provide the series of flights.",graph, Yes. The series of flights is: B -> D -> A -> C.,"<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>:  Yes. The series of flights is: B -> D -> A -> C. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city B to city D, There is a flight from city D to city A, There is a flight from city A to city C.","['yes', ('B', 'D'), ('D', 'A'), ('A', 'C')]","[('G', 'N'), ('G', 'H'), ('B', 'G'), ('A', 'L'), ('F', 'K'), ('D', 'J'), ('D', 'I'), ('B', 'D'), ('A', 'C'), ('F', 'M'), ('E', 'F'), ('E', 'A'), ('B', 'C')]",['yes'],"['yes', ('D', 'A')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city C to city K
There is a flight from city E to city I
There is a flight from city J to city H
There is a flight from city K to city A
There is a flight from city J to city N
There is a flight from city H to city D
There is a flight from city H to city G
There is a flight from city E to city B
There is a flight from city K to city F
There is a flight from city N to city M
There is a flight from city N to city L
There is a flight from city C to city E

Question: Is there a series of flights that goes from city J to city I? First, respond with yes or no. If yes, then provide the series of flights.",graph,Yes. The series of flights from city J to city I is: J-H-I.,"<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>: Yes. The series of flights from city J to city I is: J-H-I. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city J to city H, There is a flight from city H to city I. 

 ","['yes', ('J', 'H'), ('H', 'I')]","[('C', 'K'), ('E', 'I'), ('J', 'H'), ('K', 'A'), ('J', 'N'), ('H', 'D'), ('H', 'G'), ('E', 'B'), ('K', 'F'), ('N', 'M'), ('N', 'L'), ('C', 'E'), ('J', 'I')]",['yes'],"['yes', ('H', 'I')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city C to city H
There is a flight from city D to city N
There is a flight from city A to city E
There is a flight from city E to city L
There is a flight from city A to city F
There is a flight from city E to city B
There is a flight from city F to city K
There is a flight from city G to city C
There is a flight from city D to city M
There is a flight from city G to city D
There is a flight from city C to city J
There is a flight from city F to city I

Question: Is there a series of flights that goes from city G to city K? First, respond with yes or no. If yes, then provide the series of flights.",graph, Yes. The series of flights from city G to city K is: G-C-F-K.,"<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>:  Yes. The series of flights from city G to city K is: G-C-F-K. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city G to city C, There is a flight from city C to city F, There is a flight from city F to city K 

 ","['yes', ('G', 'C'), ('C', 'F'), ('F', 'K')]","[('C', 'H'), ('D', 'N'), ('A', 'E'), ('E', 'L'), ('A', 'F'), ('E', 'B'), ('F', 'K'), ('G', 'C'), ('D', 'M'), ('G', 'D'), ('C', 'J'), ('F', 'I'), ('G', 'K')]",['yes'],"['yes', ('C', 'F')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city J to city C
There is a flight from city E to city D
There is a flight from city C to city I
There is a flight from city C to city K
There is a flight from city E to city F
There is a flight from city A to city B
There is a flight from city L to city N
There is a flight from city H to city E
There is a flight from city A to city M
There is a flight from city L to city G
There is a flight from city J to city L
There is a flight from city H to city A

Question: Is there a series of flights that goes from city H to city G? First, respond with yes or no. If yes, then provide the series of flights.",graph,Yes. The series of flights from city H to city G is: H-E-L-G.,"<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>: Yes. The series of flights from city H to city G is: H-E-L-G. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: ","
There is a flight from city H to city E
There is a flight from city E to city L
There is a flight from city L to city G","['yes', ('H', 'E'), ('E', 'L'), ('L', 'G')]","[('J', 'C'), ('E', 'D'), ('C', 'I'), ('C', 'K'), ('E', 'F'), ('A', 'B'), ('L', 'N'), ('H', 'E'), ('A', 'M'), ('L', 'G'), ('J', 'L'), ('H', 'A'), ('H', 'G')]",['yes'],"['yes', ('E', 'L')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city N to city M
There is a flight from city K to city I
There is a flight from city C to city H
There is a flight from city M to city A
There is a flight from city K to city L
There is a flight from city J to city G
There is a flight from city J to city B
There is a flight from city H to city D
There is a flight from city N to city K
There is a flight from city H to city F
There is a flight from city C to city J
There is a flight from city M to city E

Question: Is there a series of flights that goes from city N to city D? First, respond with yes or no. If yes, then provide the series of flights.",graph,Yes. The series of flights is: N-M-A-D.,"<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>: Yes. The series of flights is: N-M-A-D. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city N to city M, There is a flight from city M to city A, There is a flight from city A to city D.","['yes', ('N', 'M'), ('M', 'A'), ('A', 'D')]","[('N', 'M'), ('K', 'I'), ('C', 'H'), ('M', 'A'), ('K', 'L'), ('J', 'G'), ('J', 'B'), ('H', 'D'), ('N', 'K'), ('H', 'F'), ('C', 'J'), ('M', 'E'), ('N', 'D')]",['yes'],"[('A', 'D'), 'yes']"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city B to city N
There is a flight from city E to city F
There is a flight from city L to city K
There is a flight from city J to city B
There is a flight from city G to city L
There is a flight from city A to city I
There is a flight from city E to city M
There is a flight from city L to city D
There is a flight from city A to city C
There is a flight from city B to city H
There is a flight from city G to city E
There is a flight from city J to city A

Question: Is there a series of flights that goes from city G to city N? First, respond with yes or no. If yes, then provide the series of flights.",graph, Yes. The series of flights from city G to city N is: G-L-K-N.,"<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>:  Yes. The series of flights from city G to city N is: G-L-K-N. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city G to city L, There is a flight from city L to city K, There is a flight from city K to city N 

 ","['yes', ('G', 'L'), ('L', 'K'), ('K', 'N')]","[('B', 'N'), ('E', 'F'), ('L', 'K'), ('J', 'B'), ('G', 'L'), ('A', 'I'), ('E', 'M'), ('L', 'D'), ('A', 'C'), ('B', 'H'), ('G', 'E'), ('J', 'A'), ('G', 'N')]",['yes'],"['yes', ('K', 'N')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city D to city L
There is a flight from city G to city N
There is a flight from city L to city I
There is a flight from city H to city K
There is a flight from city J to city H
There is a flight from city D to city G
There is a flight from city F to city A
There is a flight from city L to city M
There is a flight from city H to city E
There is a flight from city J to city F
There is a flight from city G to city B
There is a flight from city F to city C

Question: Is there a series of flights that goes from city J to city I? First, respond with yes or no. If yes, then provide the series of flights.",graph,Yes. The series of flights from city J to city I is J-H-L-I.,"<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>: Yes. The series of flights from city J to city I is J-H-L-I. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city J to city H, There is a flight from city H to city L, There is a flight from city L to city I ","['yes', ('J', 'H'), ('H', 'L'), ('L', 'I')]","[('D', 'L'), ('G', 'N'), ('L', 'I'), ('H', 'K'), ('J', 'H'), ('D', 'G'), ('F', 'A'), ('L', 'M'), ('H', 'E'), ('J', 'F'), ('G', 'B'), ('F', 'C'), ('J', 'I')]",['yes'],"['yes', ('H', 'L')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city F to city I
There is a flight from city B to city D
There is a flight from city E to city J
There is a flight from city F to city N
There is a flight from city M to city K
There is a flight from city K to city L
There is a flight from city K to city H
There is a flight from city E to city C
There is a flight from city A to city E
There is a flight from city A to city B
There is a flight from city M to city F
There is a flight from city B to city G

Question: Is there a series of flights that goes from city A to city N? First, respond with yes or no. If yes, then provide the series of flights.",graph," Yes, there is a series of flights that goes from city A to city N. The series of flights is: A-E-F-N.","<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>:  Yes, there is a series of flights that goes from city A to city N. The series of flights is: A-E-F-N. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city A to city E, There is a flight from city E to city F, There is a flight from city F to city N. ","['yes', ('A', 'E'), ('E', 'F'), ('F', 'N')]","[('F', 'I'), ('B', 'D'), ('E', 'J'), ('F', 'N'), ('M', 'K'), ('K', 'L'), ('K', 'H'), ('E', 'C'), ('A', 'E'), ('A', 'B'), ('M', 'F'), ('B', 'G'), ('A', 'N')]",['yes'],"['yes', ('E', 'F')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city I to city E
There is a flight from city M to city I
There is a flight from city H to city F
There is a flight from city I to city K
There is a flight from city C to city B
There is a flight from city A to city J
There is a flight from city A to city D
There is a flight from city M to city A
There is a flight from city C to city N
There is a flight from city H to city L
There is a flight from city G to city H
There is a flight from city G to city C

Question: Is there a series of flights that goes from city G to city D? First, respond with yes or no. If yes, then provide the series of flights.",graph," Yes. The series of flights from city G to city D is: G to H, H to I, I to K, K to D.","<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>:  Yes. The series of flights from city G to city D is: G to H, H to I, I to K, K to D. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city G to city H, There is a flight from city H to city I, There is a flight from city I to city K, There is a flight from city K to city D ","['yes', ('G', 'H'), ('H', 'I'), ('I', 'K'), ('K', 'D')]","[('I', 'E'), ('M', 'I'), ('H', 'F'), ('I', 'K'), ('C', 'B'), ('A', 'J'), ('A', 'D'), ('M', 'A'), ('C', 'N'), ('H', 'L'), ('G', 'H'), ('G', 'C'), ('G', 'D')]",['yes'],"['yes', ('H', 'I'), ('K', 'D')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city M to city I
There is a flight from city B to city L
There is a flight from city L to city H
There is a flight from city G to city K
There is a flight from city D to city N
There is a flight from city B to city M
There is a flight from city M to city J
There is a flight from city N to city A
There is a flight from city N to city C
There is a flight from city L to city F
There is a flight from city G to city E
There is a flight from city D to city G

Question: Is there a series of flights that goes from city B to city E? First, respond with yes or no. If yes, then provide the series of flights.",graph, Yes. The series of flights from city B to city E is: B-L-G-E.,"<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>:  Yes. The series of flights from city B to city E is: B-L-G-E. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city B to city L, There is a flight from city L to city G, There is a flight from city G to city E","['yes', ('B', 'L'), ('L', 'G'), ('G', 'E')]","[('M', 'I'), ('B', 'L'), ('L', 'H'), ('G', 'K'), ('D', 'N'), ('B', 'M'), ('M', 'J'), ('N', 'A'), ('N', 'C'), ('L', 'F'), ('G', 'E'), ('D', 'G'), ('B', 'E')]",['yes'],"['yes', ('L', 'G')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city H to city G
There is a flight from city K to city J
There is a flight from city H to city K
There is a flight from city C to city D
There is a flight from city K to city F
There is a flight from city B to city L
There is a flight from city B to city I
There is a flight from city A to city C
There is a flight from city C to city N
There is a flight from city G to city E
There is a flight from city A to city B
There is a flight from city G to city M

Question: Is there a series of flights that goes from city A to city E? First, respond with yes or no. If yes, then provide the series of flights.",graph,Yes. The series of flights is A-C-G-E.,"<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>: Yes. The series of flights is A-C-G-E. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city A to city C, There is a flight from city C to city G, There is a flight from city G to city E. ","['yes', ('A', 'C'), ('C', 'G'), ('G', 'E')]","[('H', 'G'), ('K', 'J'), ('H', 'K'), ('C', 'D'), ('K', 'F'), ('B', 'L'), ('B', 'I'), ('A', 'C'), ('C', 'N'), ('G', 'E'), ('A', 'B'), ('G', 'M'), ('A', 'E')]",['yes'],"['yes', ('C', 'G')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city L to city I
There is a flight from city K to city A
There is a flight from city M to city D
There is a flight from city A to city N
There is a flight from city M to city B
There is a flight from city E to city M
There is a flight from city L to city G
There is a flight from city E to city F
There is a flight from city A to city C
There is a flight from city K to city L
There is a flight from city F to city H
There is a flight from city F to city J

Question: Is there a series of flights that goes from city K to city J? First, respond with yes or no. If yes, then provide the series of flights.",graph,Yes. The series of flights is K-A-F-J.,"<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>: Yes. The series of flights is K-A-F-J. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city K to city A, There is a flight from city A to city F, There is a flight from city F to city J 

 ","['yes', ('K', 'A'), ('A', 'F'), ('F', 'J')]","[('L', 'I'), ('K', 'A'), ('M', 'D'), ('A', 'N'), ('M', 'B'), ('E', 'M'), ('L', 'G'), ('E', 'F'), ('A', 'C'), ('K', 'L'), ('F', 'H'), ('F', 'J'), ('K', 'J')]",['yes'],"['yes', ('A', 'F')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city B to city E
There is a flight from city G to city L
There is a flight from city D to city B
There is a flight from city F to city J
There is a flight from city A to city H
There is a flight from city A to city I
There is a flight from city J to city N
There is a flight from city B to city K
There is a flight from city J to city M
There is a flight from city D to city A
There is a flight from city G to city C
There is a flight from city F to city G

Question: Is there a series of flights that goes from city D to city C? First, respond with yes or no. If yes, then provide the series of flights.",graph,"Yes. The series of flights from city D to city C is: D to B, B to E, E to G, G to C.","<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>: Yes. The series of flights from city D to city C is: D to B, B to E, E to G, G to C. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city D to city B, There is a flight from city B to city E, There is a flight from city E to city G, There is a flight from city G to city C 

 ","['yes', ('D', 'B'), ('B', 'E'), ('E', 'G'), ('G', 'C')]","[('B', 'E'), ('G', 'L'), ('D', 'B'), ('F', 'J'), ('A', 'H'), ('A', 'I'), ('J', 'N'), ('B', 'K'), ('J', 'M'), ('D', 'A'), ('G', 'C'), ('F', 'G'), ('D', 'C')]",['yes'],"['yes', ('E', 'G')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city I to city J
There is a flight from city J to city H
There is a flight from city M to city K
There is a flight from city F to city M
There is a flight from city F to city E
There is a flight from city D to city C
There is a flight from city M to city A
There is a flight from city J to city B
There is a flight from city I to city D
There is a flight from city E to city G
There is a flight from city D to city L
There is a flight from city E to city N

Question: Is there a series of flights that goes from city F to city H? First, respond with yes or no. If yes, then provide the series of flights.",graph,Yes. The series of flights from city F to city H is: F -> M -> J -> H.,"<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>: Yes. The series of flights from city F to city H is: F -> M -> J -> H. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city F to city M, There is a flight from city M to city J, There is a flight from city J to city H. ","['yes', ('F', 'M'), ('M', 'J'), ('J', 'H')]","[('I', 'J'), ('J', 'H'), ('M', 'K'), ('F', 'M'), ('F', 'E'), ('D', 'C'), ('M', 'A'), ('J', 'B'), ('I', 'D'), ('E', 'G'), ('D', 'L'), ('E', 'N'), ('F', 'H')]",['yes'],"['yes', ('M', 'J')]"
"Current flight information (the following flights are one-way only, and all the flights available are included below):
There is a flight from city H to city I
There is a flight from city J to city E
There is a flight from city D to city F
There is a flight from city J to city G
There is a flight from city L to city D
There is a flight from city L to city J
There is a flight from city B to city K
There is a flight from city B to city A
There is a flight from city D to city C
There is a flight from city I to city M
There is a flight from city I to city N
There is a flight from city H to city B

Question: Is there a series of flights that goes from city L to city N? First, respond with yes or no. If yes, then provide the series of flights.",graph, Yes. The series of flights from city L to city N is: L-D-I-N.,"<Context>: Yes, there is a series of flights that goes from city C to city E. The series of flights is: C -> H -> F -> E. <Instruction>:  What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: There is a flight from city C to city H, There is a flight from city H to city F, There is a flight from city F to city E 

 <Context>:  Yes. The series of flights from city L to city N is: L-D-I-N. <Instruction>: What are the series of flights mentioned in the above text? Just list them out. 

 <Response>: "," There is a flight from city L to city D, There is a flight from city D to city I, There is a flight from city I to city N. 

 ","['yes', ('L', 'D'), ('D', 'I'), ('I', 'N')]","[('H', 'I'), ('J', 'E'), ('D', 'F'), ('J', 'G'), ('L', 'D'), ('L', 'J'), ('B', 'K'), ('B', 'A'), ('D', 'C'), ('I', 'M'), ('I', 'N'), ('H', 'B'), ('L', 'N')]",['yes'],"['yes', ('D', 'I')]"
