passage,response,atomic_units,hallucinated_atomic_units
sayeeda hussain warsi baroness warsi lrb born march rrb is a british lawyer and politician.," She is a British lawyer and politician. Born in March, she is a Baroness."," The individual is a British lawyer. | True |
 The individual is a politician. | True |
 The individual was born in March. | True |
 The individual holds the title of Baroness. | True",
yoda tells luke that although he requires no further training he will not truly be a jedi until he confronts his father., Luke is told that he doesn't need more training and will not become a Jedi until he faces and overcomes his father figure.," Luke is told he doesn't need more training. | False |
 Luke will not become a Jedi until he faces his father figure. | True |
 Luke must overcome his father figure to become a Jedi. | True", Luke is told he doesn't need more training.
notre dame de monts is a commune in the vend e department in the pays de la loire region in western france.," Notre Dame de Monts is a town located in the Vendéen department in Western France, in the Pays de la Loire region."," Notre Dame de Monts is a town. | False |
 It is located in the Vendéen department in Western France. | True |
 It is situated in the Pays de la Loire region. | True", Notre Dame de Monts is a town.
bellengreville is a commune in the calvados department in the basse normandie region in northwestern france., Bellengreville is a town located in the Calvados department in the Basse-Normandie region in northwestern France.," Bellengreville is a town. | True |
 Bellengreville is located in the Calvados department. | True |
 Bellengreville is located in the Basse-Normandie region. | True |
 Bellengreville is located in northwestern France. | True",
once in every game each king is allowed to make a special move known as castling.," Yes, the simplified text is: ""In every game, a king is allowed to move his kingdom stand to a different square."""," In every game, a king is allowed to move. | False |
 The king can move his kingdom stand. | False |
 The king can move his kingdom stand to a different square. | False"," In every game, a king is allowed to move. |
 The king can move his kingdom stand. |
 The king can move his kingdom stand to a different square."
power over ethernet or poe technology describes a system to pass electrical power safely along with data on ethernet cabling.," Power over Ethernet (POE) is a technology that allows electricity to be delivered along with data through Ethernet cables for devices that have POE compatibility, ensuring safe power transmission and eliminating the need for separate power sources."," Power over Ethernet (POE) is a technology. | True |
 POE allows electricity to be delivered along with data through Ethernet cables. | True |
 POE is for devices that have POE compatibility. | True |
 POE ensures safe power transmission. | True |
 POE eliminates the need for separate power sources. | True",
the municipality is bordered to the southwest by grimstad to the northwest by froland and to the northeast by tvedestrand.," The municipality is near Grimstad to the southwest, Froland to the northwest, and Tvedestrand to the northeast."," The municipality is near Grimstad to the southwest. | True |
 The municipality is near Froland to the northwest. | True |
 The municipality is near Tvedestrand to the northeast. | True",
the revolution series opened in to build on well attended events such as the world championships and world cup meetings and provide more regular events., The Revolution series opened to build on popular events like world championships and World Cup meetings to offer more regular events.," The Revolution series has opened. | True |
 The series aims to build on popular events like world championships and World Cup meetings. | True |
 The series offers more regular events than before. | True",
titusville could have been called riceville but titus challenged capt. clark rice to a game of dominoes to decide the name., Titus offered to let Clark Rice decide the town's name by playing a domino game.," Titus offered to let Clark Rice decide the town's name. | False |
 The decision was to be made by playing a domino game. | True", Titus offered to let Clark Rice decide the town's name.
originally the group s musical style was largely composed of short simple songs which would evolve over the years into heavily hardcore influenced crossover thrash with gwar s musical experimentation becoming present in scumdogs of the universe america must be destroyed and this toilet earth.," The group's initial musical style was primarily short and simple songs. Over time, they evolved into heavily influenced crossover thrash with Gwar's musical experimentation present. In ""Scumdogs of the Universe,"" America must be destroyed, and this toilet Earth is required to be destroyed."," The group's initial musical style was primarily short and simple songs. | True |
 Over time, the group evolved into heavily influenced crossover thrash with Gwar's musical experimentation present. | True |
 In the album ""Scumdogs of the Universe,"" the theme is that America must be destroyed, and this toilet Earth is required to be destroyed. | True",
she transitioned to a film career starring in several films aimed at teenage audiences including she s the man lrb o o rrb and hairspray lrb o o rrb.," She transitioned to a film career appearing in various films targeted at teenage audiences, including She's the Man and Hairspray."," The individual transitioned to a film career. | True |
 The individual appeared in various films. | True |
 The films were targeted at teenage audiences. | True |
 Some of the films the individual appeared in include ""She's the Man"" and ""Hairspray."" | True",
haseena atom bomb is a cult pakistani film directed by saeed ali khan.," Here's the simplified text: ""Haseena Atom Bomb is a Pakistani cult film directed by Saeed Ali Khan."""," The film is titled ""Haseena Atom Bomb."" | True |
 It is a Pakistani cult film. | True |
 The film was directed by Saeed Ali Khan. | True",
it is closed several times a year to prevent water damage to london s low lying areas upstream lrb as in the thames flood for example rrb.," During certain periods, London's low-lying areas upstream, such as those at risk of flooding like the Thames, are closed to prevent water damage."," London has low-lying areas upstream. | True |
 These areas are at risk of flooding, including those along the Thames River. | True |
 During certain periods, these low-lying areas are closed to prevent water damage. | True",
from chongqing became a municipality of the republic of china., Chongqing became a municipality of the Republic of China.," Chongqing is a municipality. | True |
 Chongqing is located in the Republic of China. | False", Chongqing is located in the Republic of China.
a drive shaft connecting the gearbox to a rear differential is called a propeller shaft or prop shaft., A drive shaft connecting the gearbox to a rear differential is called a prop shaft or prop shaft.," A drive shaft connects the gearbox to a rear differential. | True |
 The drive shaft is also known as a prop shaft or propeller shaft. | True",
established in in response to increasing attempts to silence voices of dissent by imprisoning writers the writers in prison committee monitors the cases of over writers who have been imprisoned tortured threatened attacked made to disappear and killed for the peaceful practice of their profession.," The writers in prison committee monitors the cases of over writers who have been imprisoned, tortured, threatened, attacked, made to disappear, and killed for the peaceful practice of their profession."," The writers in prison committee monitors cases of writers who have been imprisoned. | True |
 The writers in prison committee monitors cases of writers who have been tortured. | True |
 The writers in prison committee monitors cases of writers who have been threatened. | True |
 The writers in prison committee monitors cases of writers who have been attacked. | True |
 The writers in prison committee monitors cases of writers who have been made to disappear. | True |
 The writers in prison committee monitors cases of writers who have been killed for the peaceful practice of their profession. | True",
miguel de cervantes saavedra lrb september april rrb was a spanish novelist poet and playwright.," Miguel de Cervantes Saavedra was a Spanish writer who was a novelist, poet, and playwriter in the late Middle Ages. He was born in September and passed away in April."," Miguel de Cervantes Saavedra was a Spanish writer. | True |
 He was a novelist, poet, and playwright. | True |
 He lived during the late Middle Ages. | False |
 Miguel de Cervantes Saavedra was born in September. | False |
 He passed away in April. | True"," He lived during the late Middle Ages. |
 Miguel de Cervantes Saavedra was born in September."
he then released a cover version of leo sayer s when i need you as a single which reached number in the uk singles chart as well as a follow up single called no matter what i do which reached number.," He released a cover version of Leo Sayer's ""When I Need You"" as a single, which reached number in the UK singles chart. He followed up with a single, ""No Matter What I Do,"" which also reached number."," An artist released a cover version of Leo Sayer's ""When I Need You"" as a single. | True |
 The cover version reached number in the UK singles chart. | True |
 The artist then released a single titled ""No Matter What I Do."" | True |
 ""No Matter What I Do"" also reached number in the UK singles chart. | False"," ""No Matter What I Do"" also reached number in the UK singles chart."
this list of u.s. state slogans makes up the advertising slogans currently and formerly used by u.s. states.," This is a shortened version: ""This list consists of current and former US state advertising slogans."""," The list consists of current US state advertising slogans. | False |
 The list also includes former US state advertising slogans. | True", The list consists of current US state advertising slogans.
he is the simpson family s pet greyhound., He is a greyhound dog who is a member of the Simpson family.," The dog is a greyhound. | True |
 The dog is a member of the Simpson family. | True",
mohamed abdullah zidan lrb born december in port said rrb is an egyptian footballer.," Mohamed Abdoulaziz Zidan, born in Port Said, is a Egyptian footballer."," Mohamed Abdoulaziz Zidan is a footballer. | False |
 He was born in Port Said. | True |
 He is Egyptian. | True", Mohamed Abdoulaziz Zidan is a footballer.
he was called to work in padua and also in rimini where today only a crucifix remains in the church of st. francis painted before.," He was called to work in Padua and also in Rimini. In the church of St. Francis, there's a crucifix from before in the present."," He was called to work in Padua. | True |
 He was also called to work in Rimini. | True |
 In the church of St. Francis, there is a crucifix. | True |
 The crucifix in the church of St. Francis is from before the present time. | True",
a person who studies bryophyta is called a bryologist.," A person who studies bryophytes, a group of non-flowering plants, is called a bryologist."," Bryophytes are a group of non-flowering plants. | True |
 A person who studies bryophytes is called a bryologist. | True",
dixon s career began in when she met sabrina washington when they both joined a dance school in fulham west london.," Dixon began her career when she joined a dance school in Fulham, West London with Sabrina Washington."," Dixon began her career in a dance school in Fulham, West London. | True |
 Dixon joined the dance school with Sabrina Washington. | True",
there were also joint railways between the big four and a few light railways to consider see list of constituents of british railways. excluded from nationalisation were industrial lines like the oxfordshire ironstone railway narrow gauge railways like the ffestiniog railway were also excluded apart from two which were already owned by a company which was itself to be nationalised.,"
 The big four joint railways and a few light railways were considered, with the list of constituents of British Railways included or excluded. Narrow gauge railways like the FFestiniog Railway and industrial lines like the Oxfordshire Ironstone Railway were also excluded, except for two that were already owned by a nationalised company."," The big four joint railways and a few light railways were considered in relation to British Railways. | True |
 The list of constituents of British Railways was included or excluded. | True |
 Narrow gauge railways like the FFestiniog Railway were excluded from consideration. | True |
 Industrial lines like the Oxfordshire Ironstone Railway were also excluded, except for two that were already owned by a nationalised company. | True",
dorothy marie dottie metcalf lindenburger was born on may in colorado springs colorado and married jason metcalf lindenburger a seventh grade teacher at the time in.," Dorothy Marie Dottie Lindenburger was born on May in Colorado Springs, Colorado, and married Jason Metcalf, also a seventh-grade teacher, at the time."," Dorothy Marie Dottie Lindenburger was born in Colorado Springs, Colorado. | True |
 Dorothy Marie Dottie Lindenburger was born in May. | True |
 Dorothy Marie Dottie Lindenburger married Jason Metcalf. | True |
 Jason Metcalf was a seventh-grade teacher at the time of their marriage. | True",
it is one of the best preserved of all roman buildings.," The simplified text is: ""One of the best-preserved Roman buildings."""," The text is simplified. | True |
 It describes a Roman building. | True |
 The Roman building is one of the best-preserved. | True",
viewer s choice serviced both home satellite dish and cable customers while request tv though broadcasting to cable viewers would not become available to dish owners until the s., Viewer's choice served both satellite dish and cable customers. Request TV through broadcasting was exclusive to cable viewers until the S.," Viewer's choice served both satellite dish and cable customers. | True |
 Request TV through broadcasting was exclusive to cable viewers until the S. | True",
the series is played between the winners of western conference finals and eastern conference finals.," The simplified text is ""Winners of Western and Eastern Conference finals play each other in a series."""," There are winners of Western and Eastern Conference finals. | True |
 These winners play each other in a series. | True",
destiny fulfilled is the fourth and final studio album by american r b trio destiny s child released by columbia records on november in north america.," Here's the simplified text: ""Destiny's Child's 'The Complete Fourth and Final Studio Album' was released by Columbia Records in November in North America."""," The album is by Destiny's Child. | True |
 It is their fourth and final studio album. | True |
 The album was released by Columbia Records. | True |
 The release took place in November. | True |
 The release was in North America. | True",
during the first boer war the city was besieged by republican forces in december and march.," During the first Boer War, the city was occupied by Republican forces in December and March."," The first Boer War took place. | True |
 The city was occupied by Republican forces in December. | False |
 The city was occupied by Republican forces in March. | False"," The city was occupied by Republican forces in December. |
 The city was occupied by Republican forces in March."
blake has been awarded honorary degrees including an honorary degree by cambridge university in and honorary doctorates from the institute of education loughborough university the open university and anglia ruskin university in.," Blake has been awarded honorary degrees from several universities, including one from Cambridge University, and several others from institutions such as the Institute of Education, Loughborough University, The Open University, and Anglia Ruskin University."," Blake has been awarded honorary degrees from several universities. | True |
 One of the universities that awarded Blake an honorary degree is Cambridge University. | True |
 Other institutions that have awarded Blake honorary degrees include the Institute of Education, Loughborough University, The Open University, and Anglia Ruskin University. | True",
the international hydrographic organization lrb iho rrb recognizes it as an ocean although some oceanographers call it the arctic mediterranean sea or simply the arctic sea classifying it as one of the mediterranean seas of the atlantic ocean. alternatively the arctic ocean can be seen as the northernmost part of the all encompassing world ocean.," The International Hydrographic Organization recognizes the Arctic Ocean as an ocean, although some oceanographers call it the Arctic Mediterranean Sea or the Arctic Sea. It is also considered one of the Mediterranean Seas of the Atlantic Ocean, and alternatively, the Arctic Ocean can be seen as the northernmost part of the world ocean."," The International Hydrographic Organization recognizes the Arctic Ocean as an ocean. | True |
 Some oceanographers refer to the Arctic Ocean as the Arctic Mediterranean Sea or the Arctic Sea. | True |
 The Arctic Ocean is considered one of the Mediterranean Seas of the Atlantic Ocean. | True |
 The Arctic Ocean can be viewed as the northernmost part of the world ocean. | True",
sir stanley matthews cbe lrb february february rrb was an english footballer.," Stanley Matthews, a renowned English footballer, was born in February."," Stanley Matthews was a renowned English footballer. | True |
 Stanley Matthews was born in February. | True",
today this fragmented relic range extends from india in the west to china and southeast asia in the east.," Yes, the simplified text is: ""This broken ancient piece spans from India to China and Southeast Asia."""," The broken ancient piece spans from India to China. | True |
 The broken ancient piece spans from India to Southeast Asia. | True |
 The broken ancient piece spans from China to Southeast Asia. | True",
in the th century during the great movement termed the carolingian renaissance these annals became the usual form of contemporary history it suffices to mention the royal frankish annals the annales fuldenses the annales bertiniani the annales laureshamenses lrb or of lorsch rrb officially compiled in order to preserve the memory of the more interesting acts of charlemagne his ancestors and his successors.," The Carolingian Renaissance in the 8th century led to the widespread use of annals as historical records. The following are some of the annals mentioned: the Royal Frankish Annals, the Annales Fuldenses, the Annales Bertiniani, the Annales Laureshamenses, and the Annales Lorsch. These annals were officially compiled to preserve notable events in Charlemagne's life and his ancestors and successors."," The Carolingian Renaissance occurred in the 8th century. | False |
 The Carolingian Renaissance led to the widespread use of annals as historical records. | True |
 Some of the annals mentioned in the passage are the Royal Frankish Annals, the Annales Fuldenses, the Annales Bertiniani, the Annales Laureshamenses, and the Annales Lorsch. | True |
 These annals were officially compiled. | True |
 The purpose of compiling these annals was to preserve notable events in Charlemagne's life and his ancestors and successors. | True", The Carolingian Renaissance occurred in the 8th century.
a clipper was a very fast sailing ship of the th century that had three or more masts and a square rig.," Here's the simplified version: ""A clipper was a fast sailing ship of the 19th century with 3 or more masts and a square rig."""," A clipper was a fast sailing ship. | True |
 Clippers were used in the 19th century. | False |
 Clippers had 3 or more masts. | True |
 Clippers had a square rig. | True", Clippers were used in the 19th century.
note that the city of zhytomyr is not a part of the zhytomyr raion the city itself is designated as its own separate raion within the oblast moreover zhytomyr consists of two so called raions in a city the bohunskyi raion and the koroliovskyi raion lrb named in honor of sergei koroliov rrb.," The city of Zhytomyr is an independent raion within the Oblast, consisting of two separate raionish parts: the Bohunskyi and the Koroliovskyi."," Zhytomyr is a city. | True |
 Zhytomyr is an independent raion within the Oblast. | True |
 Zhytomyr consists of two separate raionish parts: the Bohunskyi and the Koroliovskyi. | True",
ndash miners are killed when a coal mine fire in the donbass region of ukraine releases toxic gas.," In the Donbass region of Ukraine, coal mine fires lead to toxic gas release, resulting in the death of miners."," Location: Donbass region of Ukraine | True |
 Issue: Coal mine fires | True |
 Consequence: Toxic gas release | True |
 Outcome: Death of miners | True",
displacement can also be very small as found in kei cars sold in japan such as the subaru en series engines that started out at cc and are currently at cc with variable valve timing dohc and superchargers resulting in engines that produce p.," The displacement of Kei cars in Japan, such as the Subaru En series engines, has gradually increased from 1L to 1.8L with variable valve timing (VVT), dohc, and superchargers resulting in engines that produce power."," Kei cars in Japan are being displaced by engines like the Subaru En series. | False |
 The displacement of these engines has increased gradually from 1L to 1.8L. | False |
 The engines feature variable valve timing (VVT), dohc, and superchargers. | True |
 These features result in engines that produce power. | True"," Kei cars in Japan are being displaced by engines like the Subaru En series. |
 The displacement of these engines has increased gradually from 1L to 1.8L."
on december hazel died from internal bleeding and liver failure.," On December, Hazel passed away from internal bleeding and liver failure."," Hazel passed away in December. | True |
 The cause of Hazel's death was internal bleeding. | True |
 The cause of Hazel's death was liver failure. | True",
in october the gazette embarked on their first european tour performing in england finland france and germany.," In October, the Gazette started their first European tour, performing in England, Finland, France, and Germany."," The Gazette started their first European tour in October. | True |
 They performed in England, Finland, France, and Germany during the tour. | True",
conversely people who revere or venerate religious images are lrb by iconoclasts rrb called iconolaters.," In simpler terms, people who show respect to or have faith in religious pictures are called iconolaters by those who break or deface religious images."," People who show respect to religious pictures are called iconolaters. | True |
 People who have faith in religious pictures are called iconolaters. | True |
 Those who break or deface religious images refer to people who show respect to or have faith in religious pictures as iconolaters. | True",
the barbados national football team nicknamed bajan pride is the national association football team of barbados and is controlled by the barbados football association.," The Barbados national football team, also known as Bajan Pride, is the national team of Barbados and is managed by the Barbados Football Association."," The Barbados national football team is also known as Bajan Pride. | True |
 The team represents Barbados on an international level. | True |
 The team is managed by the Barbados Football Association. | True",
many trilobites developed bizarre spines and nodules to defend against predators such as primitive sharks and nautiloids while other trilobites such as aeglina prisca evolved to become swimming forms.," Trilobites developed various defensive features, such as strange spines and nodules, to ward off predators like primitive sharks and nautiloids. Some species, like Aeglina prisca, evolved into swimming forms."," Trilobites developed defensive features like spines and nodules to protect themselves from predators. | True |
 Predators of trilobites included primitive sharks and nautiloids. | True |
 A species of trilobite called Aeglina prisca evolved into swimming forms. | True",
world literacy rates of the world population was literate in by the united nations definition the ability to read and write a simple sentence in a language.," The simplified text is: ""World literacy rate of the world population was literate according to the United Nations definition, able to read and write a simple sentence in a language."""," The world literacy rate of the world population was literate according to the United Nations definition. | False |
 The definition of literacy in this context means being able to read and write a simple sentence in a language. | True", The world literacy rate of the world population was literate according to the United Nations definition.
in britain it is called the longhair or persian longhair.," The simplified text is ""In Britain, it's called the Longhair or Persian Longhair."""," In Britain, a certain type of cat is called the Longhair. | True |
 The Longhair cat is also known as the Persian Longhair. | True",
biography career daniel barenboim was born in buenos aires argentina.," Daniel Barenboim was born in Buenos Aires, Argentina."," Daniel Barenboim is a person. | True |
 Daniel Barenboim was born in Buenos Aires, Argentina. | True",
in he went to brazil where in he and his second wife lotte lrb n e charlotte elisabeth altmann rrb committed suicide together in petr polis despairing at the future of europe and its culture.," He went to Brazil with his second wife, Lotte Altmann and Charlotte Elisabeth Altmann, where they committed suicide together in Petr Polis while despairing over the future of European culture."," The man went to Brazil with his second wife, Lotte Altmann. | True |
 The man went to Brazil with Charlotte Elisabeth Altmann. | True |
 The man and his second wife committed suicide together in Petr Polis. | True |
 They were despairing over the future of European culture. | True",
index of falkland islands related articles list of falkland islands related topics south georgia and the south sandwich islands french guiana references l.l. ivanov et al. the future of the falkland islands and its people double t publishers sofia pp.," The simplified text of the provided input is: ""List of Falkland Islands-related articles, topics, and references, with information about South Georgia and the South Sandwich Islands! Published by L.L. Ivanov et al., and written by Double T Publishers in Sofia. Pp."""," The text is a list of Falkland Islands-related articles, topics, and references. | True |
 The information includes details about South Georgia and the South Sandwich Islands. | True |
 The text was published by L.L. Ivanov et al. | True |
 It was written by Double T Publishers in Sofia. | True",
in conrad van houten of the netherlands developed a mechanical extraction method for extracting the fat from cacao liquor resulting in cacao butter and the partly defatted cacao a compacted mass of solids that could be sold as it was rock cacao or ground into powder.," The Dutch scientist Conrad van Houten developed a mechanical extraction method for processing cacao liquor to produce cacao butter and a compacted mass of solids, which could be sold as rock cacao or ground into powder. This method significantly improved cacao processing."," Conrad van Houten was a Dutch scientist. | True |
 He developed a mechanical extraction method for processing cacao liquor. | True |
 The method produced cacao butter and a compacted mass of solids. | True |
 The solids could be sold as rock cacao or ground into powder. | True |
 The method significantly improved cacao processing. | True",
lafayette ronald hubbard was born on march in tilden nebraska. he was the only child of harry ross hubbard a former united states navy sailor and ledora may waterbury who had originally trained as a teacher.," Lafayette Ronald Hubbard was the only child of Harry Ross Hubbard and Ledora May Waterbury. He was born in Tilden, Nebraska."," Lafayette Ronald Hubbard was the only child of Harry Ross Hubbard and Ledora May Waterbury. | True |
 He was born in Tilden, Nebraska. | True",
ni vre is a department in the center of france named after the ni vre river.," The department in the center of France, named after the Nièvre River, is called ni vre."," The department is located in the center of France. | True |
 The department is named after the Nièvre River. | True |
 The department is called Nièvre. | True",
founded in the bso plays most of its concerts at boston s symphony hall and in the summer performs at the tanglewood music center., The group is based in Boston and primarily performs at Symphony Hall and Tanglewood Music Center.," The group is based in Boston. | True |
 The group primarily performs at Symphony Hall. | True |
 The group primarily performs at Tanglewood Music Center. | False", The group primarily performs at Tanglewood Music Center.
cosworth is based in northampton england with north american facilities in torrance indianapolis and mooresville and an indian facility in pune.," Cosworth is based in Northampton, England, with North American facilities in Torrance, Indienapolis, and Mooresville, and an Indian facility in Pune."," Cosworth is based in Northampton, England. | True |
 Cosworth has North American facilities in Torrance, Indianapolis, and Mooresville. | True |
 Cosworth has an Indian facility in Pune. | True",
danestal is a commune in the d partement of calvados in the basse normandie region of france., Danestal is a village in the D partement of Calvados in the Basse-Normandie region of France.," Danestal is a village. | True |
 Danestal is located in the D partement of Calvados. | True |
 Danestal is situated in the Basse-Normandie region of France. | True",
as with radio in general the birth of amateur radio was strongly associated with various amateur experimenters and hobbyists.," Amateur radio, like all radio, has its origins with experimenters and hobbyists."," Amateur radio has its origins with experimenters. | True |
 Amateur radio has its origins with hobbyists. | True |
 All radio has its origins with experimenters. | False |
 All radio has its origins with hobbyists. | False"," All radio has its origins with experimenters. |
 All radio has its origins with hobbyists."
from then onwards it was a centre of mining and metallurgy until the end of the th century particularly focussed on the iron and copper industries.," From then onwards, it was a major center for mining and metallurgy in the early 20th century, particularly focusing on the iron and copper industries."," The location was a major center for mining and metallurgy in the early 20th century. | False |
 The focus of the mining and metallurgy industries was primarily on iron and copper. | True", The location was a major center for mining and metallurgy in the early 20th century.
pushing daisies is an american television comedy drama created by bryan fuller that aired on abc for two seasons.," Here's the simplified text: ""'Pushing Daisies' is a American TV comedy-drama created by Bryan Fuller that aired on ABC for two seasons."""," The TV show ""Pushing Daisies"" is an American TV comedy-drama. | True |
 The show was created by Bryan Fuller. | True |
 It aired on ABC. | True |
 The show ran for two seasons. | True",
applied mechanics examines the response of bodies lrb solids and fluids rrb or systems of bodies to external forces.," Sure, the simplified text is ""Applied mechanics studies how solid bodies and fluids react to external forces."""," Applied mechanics is a field of study. | True |
 It focuses on how solid bodies and fluids react to external forces. | True |
 The text simplifies the concept of applied mechanics. | True",
long beach borders orange county on its southeast edge., Long Beach is near Orange County on its southeast side.," Long Beach is a city. | False |
 Long Beach is located near Orange County. | True |
 Long Beach is situated on the southeast side of Orange County. | False"," Long Beach is a city. |
 Long Beach is situated on the southeast side of Orange County."
match length pride matches consisted of three rounds the first lasted ten minutes and the second and third each lasted five minutes.," Sure, the simplified text is: ""Pride matches consisted of three rounds; each round lasted 10+5=15 minutes."""," Pride matches consisted of three rounds. | True |
 Each round lasted 15 minutes. | False |
 The rounds were 10 minutes long, with an additional 5 minutes added for a total of 15 minutes. | False"," Each round lasted 15 minutes. |
 The rounds were 10 minutes long, with an additional 5 minutes added for a total of 15 minutes."
windmill lrb breakdance move rrb or mill a power move in breakdancing," Breakdance move called ""windmill"" or ""power move"" in breakdancing...
 The simplified text is: ""Breakdance windmill move or power move."""," Breakdance move called ""windmill"" | True |
 Breakdance move called ""power move"" | True |
 Windmill is a breakdancing move | True |
 Power move is a breakdancing move | True",
mikhail vasilyevich nesterov lrb ufa october moscow rrb was a leading representative of religious symbolism in russian art.," Mikhail Vasilyevich Nesterov, a leading figure in Russian art with a focus on religious symbolism, was from Ufa in October in Moscow."," Mikhail Vasilyevich Nesterov was a leading figure in Russian art. | True |
 Nesterov's work focused on religious symbolism. | True |
 Nesterov was from Ufa. | True |
 Nesterov was born in October in Moscow. | False", Nesterov was born in October in Moscow.
conlie is a commune in the sarthe department in the pays de la loire region in northwestern france., Conlie is a village in the Sarthe department in the Pays de la Loire region in northwest France.," Conlie is a village. | True |
 Conlie is located in the Sarthe department. | True |
 Conlie is situated in the Pays de la Loire region. | True |
 Conlie is in northwest France. | True",
johann friedrich theodor m ller lrb march may rrb always known as fritz was a german biologist and physician who emigrated to southern brazil where he lived in and near the german community of blumenau santa catarina.," Johann Friedrich Theodor Müllner, also known as Fritz, was a German biologist and physician who emigrated to Southern Brazil. He lived in and near the German community of Blumenau in Santa Catarina."," Johann Friedrich Theodor Müllner was a German biologist and physician. | True |
 He was also known as Fritz. | True |
 He emigrated to Southern Brazil. | True |
 He lived in and near the German community of Blumenau in Santa Catarina. | True",
an organisational division such as a chapter of the audubon society or of a fraternity," An organizational unit, such as a chapter of the Audubon Society or of a fraternity."," An organizational unit exists. | True |
 The organizational unit can be a chapter of the Audubon Society. | True |
 The organizational unit can also be a chapter of a fraternity. | True",
the name of the new country bangla desh lrb later reduced to a single word rrb was used in the instrument of surrender which declared the pakistan eastern command agree to surrender all pakistan armed forces in bangla desh to lieutenant general jagjit singh aurora general officer commanding in chief of the indian and bangla desh forces," The simplified text is: ""The new country's name was Bangla Desh, later reduced to a single word, which was used in the instrument of surrender, declaring Pakistan Eastern Command to surrender all Pakistan armed forces in Bangla Desh to Lt. Gen. Jagjit Singh Aurora, General Officer Commanding-in-Chief of Indian and Bangla Desh forces."""," The new country's name was Bangla Desh. | True |
 The name was later reduced to a single word. | True |
 The name was used in the instrument of surrender. | True |
 The instrument of surrender declared Pakistan Eastern Command to surrender all Pakistan armed forces in Bangla Desh. | True |
 Lt. Gen. Jagjit Singh Aurora was the General Officer Commanding-in-Chief of Indian and Bangla Desh forces. | True",
she was accepted to the george washington university in washington d.c. and suffolk university in boston where her mother serves as professor of government and previously served as dean of the campus in dakar senegal.," She was admitted to George Washington University in Washington D.C. and Suffolk University in Boston, where her mother, a professor of government, previously served as dean of the Dakar campus in Senegal."," The person was admitted to George Washington University in Washington D.C. | True |
 The person was also admitted to Suffolk University in Boston. | True |
 The person's mother is a professor of government. | True |
 The person's mother previously served as dean of the Dakar campus in Senegal. | True",
the ming dynasty in china disbands their naval fleet after the last great maritime expedition led by admiral zheng he altering the balance of power in the indian ocean and making it easier for portugal and other western naval powers to gain dominance over the seas.," The Ming dynasty in China disbands their naval fleet after the last great maritime expedition led by Admiral Zheng He, which alters the balance of power in the Indian Ocean and makes it easier for Portugal and other Western naval powers to gain dominance over the seas."," The Ming dynasty in China disbands their naval fleet. | True |
 The disbandment occurs after the last great maritime expedition led by Admiral Zheng He. | True |
 The disbandment alters the balance of power in the Indian Ocean. | True |
 The disbandment makes it easier for Portugal and other Western naval powers to gain dominance over the seas. | True",
braidwood was formerly the seat of the tallaganda local government area., Braidwood used to be the headquarters of the Tallaganda LGA.," Braidwood is a location. | True |
 Braidwood used to be the headquarters of the Tallaganda LGA. | True",
a stroke is a medical emergency and can cause permanent neurological damage complications and death.," Sure, the simplified text is: ""A stroke is a medical emergency that can lead to permanent neurological damage, complications, and death."""," A stroke is a medical emergency. | True |
 A stroke can lead to permanent neurological damage. | True |
 A stroke can lead to complications. | True |
 A stroke can lead to death. | True",
according to graham yost the credited writer of speed whedon wrote most of its dialogue lrb see examples of credit conflicts in the wga credit system rrb.," Sure, the simplified text is: ""Graham Yost said Speed ​​Whedon wrote most of the dialogue, seen in WGA credit disputes."""," Graham Yost said that Joss Whedon wrote most of the dialogue. | True |
 This information is seen in WGA credit disputes. | True",
mayor pablo bruera has indicated that the city will allow gimnasia to buy or lease city owned lands to erect a sports complex., The city will allow Gimnasia to purchase or lease city-owned lands for the construction of a sports complex.," The city owns lands that are available for purchase or lease. | True |
 Gimnasia has been given permission by the city to acquire these city-owned lands. | True |
 The purpose of acquiring the lands is for the construction of a sports complex. | True",
administrative units of district abbottabad location dalola is located at n e and has an average elevation of metres lrb feet rrb.," Abbottabad is a district with its administrative units in Dalola, which is located near NE and has an average elevation of meters (feet not mentioned)."," Abbottabad is a district. | True |
 The administrative units of Abbottabad are in Dalola. | True |
 Dalola is located near the northeast. | True |
 The average elevation of Dalola is measured in meters. | True",
cory in the house is an american television series which debuted january on disney channel spin off from that s so raven., Cory in the House was a American TV series that aired on Disney Channel as a spin-off of SSOAR. It premiered in January.," ""Cory in the House"" was an American TV series. | True |
 The show aired on Disney Channel. | True |
 It was a spin-off of SSOAR. | True |
 The show premiered in January. | True",
the results of avery et al. s experiments were at first sceptically received by the scientific community and it was not until the development of genetic markers and the discovery of other methods of genetic transfer lrb conjugation in and transduction in rrb by joshua lederberg that avery s experiments were accepted.," The experiments of Avery, et al., were initially skeptical among the scientific community, and it wasn't until the development of genetic markers and the discovery of other methods of genetic transfer, such as conjugation and transduction by Joshua Lederberg, that their work was accepted."," The experiments of Avery, et al., were initially met with skepticism in the scientific community. | True |
 The development of genetic markers played a role in the acceptance of their work. | True |
 The discovery of other methods of genetic transfer, such as conjugation and transduction by Joshua Lederberg, also contributed to the acceptance of their work. | True",
the storm weakened as it continued to move north over the united states becoming extratropical on june.," The storm weakened as it moved north over the United States, becoming extratropical by June."," There was a storm that moved north over the United States. | True |
 The storm weakened as it moved north. | True |
 By June, the storm became extratropical. | True",
