passage,response,atomic_units,hallucinated_atomic_units
during the first boer war the city was besieged by republican forces in december and march.,The city was besieged by republican forces in Dec. and March during the first Boer War. ," The city was besieged by republican forces. | True |
 The siege occurred in December and March. | True |
 The siege took place during the first Boer War. | True",
blake has been awarded honorary degrees including an honorary degree by cambridge university in and honorary doctorates from the institute of education loughborough university the open university and anglia ruskin university in.,"Sure, here's a simplified version of the text:

Blake has received honorary degrees from Cambridge University and honorary doctorates from the Institute of Education, Loughborough University, the Open University, and Anglia Ruskin University."," Blake has received honorary degrees from Cambridge University. | True |
 Blake has received honorary doctorates from the Institute of Education. | True |
 Blake has received honorary doctorates from Loughborough University. | True |
 Blake has received honorary doctorates from the Open University. | True |
 Blake has received honorary doctorates from Anglia Ruskin University. | True",
the international hydrographic organization lrb iho rrb recognizes it as an ocean although some oceanographers call it the arctic mediterranean sea or simply the arctic sea classifying it as one of the mediterranean seas of the atlantic ocean. alternatively the arctic ocean can be seen as the northernmost part of the all encompassing world ocean.,"The International Hydrographic Organization recognizes the body of water as an ocean, while some oceanographers refer to it as the Arctic Mediterranean Sea or simply the Arctic Sea, considering it one of the Mediterranean Seas of the Atlantic Ocean. Alternatively, the Arctic Ocean can be viewed as the northernmost part of the vast World Ocean."," The International Hydrographic Organization recognizes the body of water as an ocean. | True |
 Some oceanographers refer to it as the Arctic Mediterranean Sea or simply the Arctic Sea. | True |
 Some oceanographers consider it one of the Mediterranean Seas of the Atlantic Ocean. | True |
 The Arctic Ocean can be viewed as the northernmost part of the vast World Ocean. | True",
sir stanley matthews cbe lrb february february rrb was an english footballer.,Sir Stanley Matthews was a famous English soccer player. ," Sir Stanley Matthews was a person. | True |
 Sir Stanley Matthews was English. | True |
 Sir Stanley Matthews was famous. | True |
 Sir Stanley Matthews was a soccer player. | True",
today this fragmented relic range extends from india in the west to china and southeast asia in the east.,This fragmented relic range now spans from India to China and Southeast Asia. ," The relic range is fragmented. | True |
 The relic range spans from India to China. | True |
 The relic range spans from India to Southeast Asia. | True",
in the th century during the great movement termed the carolingian renaissance these annals became the usual form of contemporary history it suffices to mention the royal frankish annals the annales fuldenses the annales bertiniani the annales laureshamenses lrb or of lorsch rrb officially compiled in order to preserve the memory of the more interesting acts of charlemagne his ancestors and his successors.,"In the 8th century, during the Carolingian Renaissance, annals became the standard form of contemporary history. Examples include the Royal Frankish Annals, the Annales Fuldenenses, the Annales Bertiniani, and the Annales Laureshamenses or of Lorsch. These were officially compiled to remember the notable acts of Charlemagne, his ancestors, and his successors. "," In the 8th century, annals became the standard form of contemporary history during the Carolingian Renaissance. | True |
 Examples of these annals include the Royal Frankish Annals, the Annales Fuldenenses, the Annales Bertiniani, and the Annales Laureshamenses or of Lorsch. | True |
 The annals were officially compiled to remember the notable acts of Charlemagne, his ancestors, and his successors. | True",
a clipper was a very fast sailing ship of the th century that had three or more masts and a square rig.,A clipper was a fast sailing ship with three or more masts and a square rig. It was from the th century. ," A clipper was a fast sailing ship. | True |
 A clipper had three or more masts. | True |
 A clipper had a square rig. | True |
 Clippers were from the 19th century. | True",
note that the city of zhytomyr is not a part of the zhytomyr raion the city itself is designated as its own separate raion within the oblast moreover zhytomyr consists of two so called raions in a city the bohunskyi raion and the koroliovskyi raion lrb named in honor of sergei koroliov rrb.,"Sure, here's a simplified version of the text:

'Zhytomyr city is not part of Zhytomyr district. Instead, it's a separate district within the oblast. Zhytomyr city consists of two raions: Bohunskyi and Koroliovskyi, with the latter being named after Sergei Koroliov.'"," Zhytomyr city is not part of Zhytomyr district. | True |
 Zhytomyr city is a separate district within the oblast. | True |
 Zhytomyr city consists of two raions: Bohunskyi and Koroliovskyi. | True |
 The Koroliovskyi raion in Zhytomyr city is named after Sergei Koroliov. | True",
ndash miners are killed when a coal mine fire in the donbass region of ukraine releases toxic gas.,Miners died in a coal mine fire in Ukraine's Donbass region due to toxic gas. ," Miners died in a coal mine fire. | True |
 The incident occurred in Ukraine's Donbass region. | True |
 The cause of death was toxic gas. | True",
displacement can also be very small as found in kei cars sold in japan such as the subaru en series engines that started out at cc and are currently at cc with variable valve timing dohc and superchargers resulting in engines that produce p.,"Kei cars in Japan, such as Subaru EN series engines, have small displacements, starting at  and currently at  with advanced features like variable valve timing, DOHC, and superchargers, resulting in powerful engines. "," Kei cars in Japan have small displacements. | True |
 Subaru EN series engines are used in Kei cars in Japan. | True |
 The Subaru EN series engines have advanced features like variable valve timing, DOHC, and superchargers. | True |
 The Subaru EN series engines are powerful. | True",
on december hazel died from internal bleeding and liver failure.,'Hazel died in December from bleeding and liver failure.'," Hazel died in December. | True |
 The cause of death was bleeding. | True |
 The cause of death was liver failure. | True",
in october the gazette embarked on their first european tour performing in england finland france and germany.,"In October, the Gazette went on their first European tour, performing in England, Finland, France, and Germany. "," The Gazette went on their first European tour in October. | True |
 They performed in England, Finland, France, and Germany during the tour. | True",
conversely people who revere or venerate religious images are lrb by iconoclasts rrb called iconolaters.,'People who respect religious images are criticized by iconoclasts and called iconolaters.' ," Some people respect religious images. | True |
 Iconoclasts criticize people who respect religious images. | True |
 People who respect religious images are called iconolaters. | True",
the barbados national football team nicknamed bajan pride is the national association football team of barbados and is controlled by the barbados football association.,"Barbados national football team, also known as Bajan Pride, is controlled by the Barbados Football Association. "," The Barbados national football team is also known as Bajan Pride. | True |
 The team is controlled by the Barbados Football Association. | True",
many trilobites developed bizarre spines and nodules to defend against predators such as primitive sharks and nautiloids while other trilobites such as aeglina prisca evolved to become swimming forms.,"Trilobites developed strange spines and nodules to protect against predators, while some evolved to swim. "," Trilobites developed strange spines and nodules for protection against predators. | True |
 Some trilobites evolved to swim. | True",
world literacy rates of the world population was literate in by the united nations definition the ability to read and write a simple sentence in a language.,"According to the United Nations, the percentage of the global population that could read and write a simple sentence in a language was considered literate. "," The United Nations has defined literacy as the ability to read and write a simple sentence in a language. | True |
 Literacy is measured as a percentage of the global population. | True |
 The ability to read and write a simple sentence in a language is the criteria for being considered literate according to the United Nations. | True",
in britain it is called the longhair or persian longhair.,"In Britain, it's called the longhair or Persian longhair. ", The breed of cat known as the longhair or Persian longhair is found in Britain. | True,
biography career daniel barenboim was born in buenos aires argentina.,"Daniel Barenboim was born in Buenos Aires, Argentina. "," Daniel Barenboim was born in Buenos Aires. | True |
 Daniel Barenboim was born in Argentina. | True",
in he went to brazil where in he and his second wife lotte lrb n e charlotte elisabeth altmann rrb committed suicide together in petr polis despairing at the future of europe and its culture.,"He went to Brazil with his second wife, Charlotte, and they both committed suicide together in Petropolis, feeling hopeless about the future of Europe and its culture. "," The man went to Brazil with his second wife, Charlotte. | True |
 They both committed suicide together in Petropolis. | True |
 They felt hopeless about the future of Europe and its culture. | True",
index of falkland islands related articles list of falkland islands related topics south georgia and the south sandwich islands french guiana references l.l. ivanov et al. the future of the falkland islands and its people double t publishers sofia pp.,"Index of Falkland Islands articles

List of Falkland Islands topics
South Georgia and South Sandwich Islands
French Guiana
References
L.L. Ivanov et al.
The Future of the Falkland Islands and its People
Double T Publishers
Sofia
PP. "," Index of Falkland Islands articles | True |
 List of Falkland Islands topics | True |
 South Georgia and South Sandwich Islands | True |
 French Guiana | False |
 References | True |
 L.L. Ivanov et al. | True |
 The Future of the Falkland Islands and its People | True |
 Double T Publishers | True |
 Sofia | False |
 PP. | False"," French Guiana |
 Sofia |
 PP."
in conrad van houten of the netherlands developed a mechanical extraction method for extracting the fat from cacao liquor resulting in cacao butter and the partly defatted cacao a compacted mass of solids that could be sold as it was rock cacao or ground into powder.,"Conrad van Houten of the Netherlands created a way to extract fat from cacao liquor, which resulted in cacao butter and a compacted mass of solids that could be sold as rock cacao or ground into powder. "," Conrad van Houten was from the Netherlands. | True |
 He developed a method to extract fat from cacao liquor. | True |
 The extraction process resulted in two products: cacao butter and a solid mass. | True |
 The solid mass could be sold as rock cacao or ground into powder. | True",
lafayette ronald hubbard was born on march in tilden nebraska. he was the only child of harry ross hubbard a former united states navy sailor and ledora may waterbury who had originally trained as a teacher.,"Lafayette Ronald Hubbard was born in March in Tilden, Nebraska. His parents were Harry Ross Hubbard, a former Navy sailor, and Ledora May Waterbury, a teacher. "," Lafayette Ronald Hubbard was born in March. | True |
 He was born in Tilden, Nebraska. | True |
 His father was Harry Ross Hubbard, a former Navy sailor. | True |
 His mother was Ledora May Waterbury, a teacher. | True",
ni vre is a department in the center of france named after the ni vre river.,Ni vre is a department in central France named after the river Ni vre. ," Nièvre is a department in central France. | True |
 The department is named after the river Nièvre. | True",
founded in the bso plays most of its concerts at boston s symphony hall and in the summer performs at the tanglewood music center.,"'The BSO performs at Boston Symphony Hall and Tanglewood Music Center, with most concerts held in Boston during the summer.' "," The BSO performs at Boston Symphony Hall. | True |
 The BSO performs at Tanglewood Music Center. | True |
 Most concerts held by the BSO are in Boston during the summer. | False", Most concerts held by the BSO are in Boston during the summer.
cosworth is based in northampton england with north american facilities in torrance indianapolis and mooresville and an indian facility in pune.,"Cosworth has facilities in Northampton, England, as well as in Torrance, Indianapolis, and Mooresville in North America, and Pune, India. "," Cosworth has facilities in Northampton, England. | True |
 Cosworth has facilities in Torrance, Indianapolis, and Mooresville in North America. | True |
 Cosworth has a facility in Pune, India. | True",
danestal is a commune in the d partement of calvados in the basse normandie region of france.,'Danestal is a commune in France's Basse Normandie region.' ," Danestal is a commune. | True |
 Danestal is located in France. | True |
 Danestal is situated in the Basse Normandie region of France. | True",
as with radio in general the birth of amateur radio was strongly associated with various amateur experimenters and hobbyists.,Amateur radio started with people experimenting and playing with it. ," Amateur radio has its origins in people experimenting with it. | True |
 Amateur radio enthusiasts initially engaged in playing with the technology. | True",
from then onwards it was a centre of mining and metallurgy until the end of the th century particularly focussed on the iron and copper industries.,"From then on, it was a hub for mining and metallurgy until the end of the 20th century, with a focus on iron and copper. "," The location was a hub for mining and metallurgy. | True |
 The focus of the mining and metallurgy was on iron and copper. | True |
 This activity continued until the end of the 20th century. | False", This activity continued until the end of the 20th century.
pushing daisies is an american television comedy drama created by bryan fuller that aired on abc for two seasons.,Pushing Daisies is a TV comedy-drama created by Bryan Fuller. It aired on ABC for two seasons. ," ""Pushing Daisies"" is a TV comedy-drama. | True |
 The show was created by Bryan Fuller. | True |
 It aired on ABC. | True |
 The show ran for two seasons. | True",
applied mechanics examines the response of bodies lrb solids and fluids rrb or systems of bodies to external forces.,"Applied mechanics studies how bodies, solids, and fluids respond to external forces. "," Applied mechanics is a field of study. | True |
 It focuses on how bodies, solids, and fluids respond to external forces. | True",
long beach borders orange county on its southeast edge.,Long Beach borders Orange County to the southeast. ," Long Beach is a city. | False |
 Long Beach is located in California. | True |
 Long Beach borders Orange County. | False |
 The border between Long Beach and Orange County is to the southeast. | False"," Long Beach is a city. |
 Long Beach borders Orange County. |
 The border between Long Beach and Orange County is to the southeast."
match length pride matches consisted of three rounds the first lasted ten minutes and the second and third each lasted five minutes.,"'Matches had three rounds. The first round lasted ten minutes, and the next two rounds lasted five minutes each.'"," Matches had three rounds. | True |
 The first round lasted ten minutes. | True |
 The next two rounds lasted five minutes each. | True",
windmill lrb breakdance move rrb or mill a power move in breakdancing,"'windmill' and 'mill' are both used to refer to a breakdancing move. Simplifying the text, we get: 'Windmill or mill, a powerful breakdancing move.' "," 'Windmill' and 'mill' are both used to refer to a breakdancing move. | True |
 Simplifying the text, we get: 'Windmill or mill, a powerful breakdancing move.' | True",
mikhail vasilyevich nesterov lrb ufa october moscow rrb was a leading representative of religious symbolism in russian art.,"Mikhail Nesterov was a leading figure in Russian art, known for his use of religious symbolism."," Mikhail Nesterov was a leading figure in Russian art. | True |
 Mikhail Nesterov was known for his use of religious symbolism. | True",
conlie is a commune in the sarthe department in the pays de la loire region in northwestern france.,"Conlie is in northwestern France, in the Sarthe department, Pays de la Loire region. "," Conlie is located in northwestern France. | True |
 Conlie is situated in the Sarthe department. | True |
 Conlie is part of the Pays de la Loire region. | True",
johann friedrich theodor m ller lrb march may rrb always known as fritz was a german biologist and physician who emigrated to southern brazil where he lived in and near the german community of blumenau santa catarina.,"johann friedrich theodor muller, also known as fritz, was a german biologist and physician who moved to southern brazil. he lived in and near the german community of blumenau santa catarina. "," Johann Friedrich Theodor Muller was a German biologist and physician. | True |
 He was also known as Fritz. | True |
 Muller moved to southern Brazil. | True |
 He lived in and near the German community of Blumenau, Santa Catarina. | True",
an organisational division such as a chapter of the audubon society or of a fraternity,"'a division within an organization, such as a chapter of the Audubon Society or a fraternity'"," A division within an organization exists. | True |
 Examples of such divisions include a chapter of the Audubon Society. | True |
 Another example is a fraternity. | True",
the name of the new country bangla desh lrb later reduced to a single word rrb was used in the instrument of surrender which declared the pakistan eastern command agree to surrender all pakistan armed forces in bangla desh to lieutenant general jagjit singh aurora general officer commanding in chief of the indian and bangla desh forces,"'The new country, Bangla Desh, was referred to as ""Bangla Desh"" in the instrument of surrender, which declared the Pakistan Eastern Command's agreement to surrender all Pakistani armed forces in Bangla Desh to Lieutenant General Jagjit Singh Aurora, General Officer Commanding in Chief of the Indian and Bangla Desh forces.'"," The new country was named Bangla Desh. | True |
 The instrument of surrender referred to the new country as ""Bangla Desh."" | True |
 The Pakistan Eastern Command agreed to surrender all Pakistani armed forces in Bangla Desh. | True |
 Lieutenant General Jagjit Singh Aurora was in charge of receiving the surrender. | True |
 General Officer Commanding in Chief of the Indian and Bangla Desh forces was involved in the surrender process. | True",
she was accepted to the george washington university in washington d.c. and suffolk university in boston where her mother serves as professor of government and previously served as dean of the campus in dakar senegal.,"She was accepted to George Washington University in Washington D.C. and Suffolk University in Boston, where her mother is a professor and previously served as dean. "," The person was accepted to George Washington University in Washington D.C. | True |
 The person was also accepted to Suffolk University in Boston. | True |
 The person's mother is a professor at Suffolk University. | False |
 The person's mother previously served as dean at Suffolk University. | False"," The person's mother is a professor at Suffolk University. |
 The person's mother previously served as dean at Suffolk University."
the ming dynasty in china disbands their naval fleet after the last great maritime expedition led by admiral zheng he altering the balance of power in the indian ocean and making it easier for portugal and other western naval powers to gain dominance over the seas.,"The Ming Dynasty disbands its naval fleet after Zheng He's last expedition, allowing Portugal and other Western powers to dominate the seas. "," The Ming Dynasty disbanded its naval fleet. | True |
 Zheng He led the last expedition of the Ming Dynasty's naval fleet. | True |
 Portugal and other Western powers dominated the seas after the Ming Dynasty disbanded its naval fleet. | True",
braidwood was formerly the seat of the tallaganda local government area.,Braidwood was once the center of Tallaganda's local government. ," Braidwood is a location. | True |
 Braidwood was the center of Tallaganda's local government at one point. | True",
a stroke is a medical emergency and can cause permanent neurological damage complications and death.,"A stroke is a medical emergency that can cause permanent damage, complications, or death. "," A stroke is a medical emergency. | True |
 A stroke can cause permanent damage. | True |
 A stroke can lead to complications. | True |
 A stroke can result in death. | True",
according to graham yost the credited writer of speed whedon wrote most of its dialogue lrb see examples of credit conflicts in the wga credit system rrb.,"According to Graham Yost, Whedon wrote most of Speed's dialogue. See examples of credit conflicts in the WGA credit system."," Graham Yost stated that Whedon wrote most of the dialogue for the movie Speed. | True |
 There are examples of credit conflicts in the WGA credit system. | True",
mayor pablo bruera has indicated that the city will allow gimnasia to buy or lease city owned lands to erect a sports complex.,Mayor Pablo Bruera has announced that the city will permit Gimnasia to acquire or lease city-owned land to build a sports facility. ," Mayor Pablo Bruera made an announcement. | True |
 The city will allow Gimnasia to acquire or lease city-owned land. | True |
 The purpose is to build a sports facility. | True",
administrative units of district abbottabad location dalola is located at n e and has an average elevation of metres lrb feet rrb.,"Dalola, located in the N.E. of Abbottabad district, stands at an average elevation of 1,500 meters (4,921 feet). "," Location of Dalola: N.E. of Abbottabad district | True |
 Elevation of Dalola: 1,500 meters (4,921 feet) | False"," Elevation of Dalola: 1,500 meters (4,921 feet)"
cory in the house is an american television series which debuted january on disney channel spin off from that s so raven.,"Cory in the House is an American TV series that premiered in January on Disney Channel, spinning off from That's So Raven. "," ""Cory in the House"" is an American TV series. | True |
 The TV series premiered in January. | True |
 The TV series aired on Disney Channel. | True |
 ""Cory in the House"" is a spin-off from ""That's So Raven."" | True",
the results of avery et al. s experiments were at first sceptically received by the scientific community and it was not until the development of genetic markers and the discovery of other methods of genetic transfer lrb conjugation in and transduction in rrb by joshua lederberg that avery s experiments were accepted.,Avery's experiments were initially doubted by the scientific community. It wasn't until the discovery of genetic markers and other methods of genetic transfer that his work was accepted. ," Avery conducted experiments that were initially doubted by the scientific community. | True |
 The discovery of genetic markers and other methods of genetic transfer played a key role in the acceptance of Avery's work. | True",
the storm weakened as it continued to move north over the united states becoming extratropical on june.,The storm weakened as it moved north and became extratropical on June. ," There was a storm. | True |
 The storm weakened. | True |
 The storm moved north. | True |
 The storm became extratropical on June. | True",
annelies marie anne frank lrb june in frankfurt am main early march in bergen belsen rrb is one of the most renowned and most discussed jewish victims of the holocaust.,Annelies Marie Anne Frank is a well-known and often-discussed Jewish victim of the Holocaust. She was born in Frankfurt am Main in June and died in Bergen-Belsen in early March. ," Annelies Marie Anne Frank was a Jewish victim of the Holocaust. | True |
 She was born in Frankfurt am Main in June. | True |
 She died in Bergen-Belsen in early March. | True",
vendhuile is a commune in the aisne department in picardy in northern france.,"Vendhuile is in northern France, in the Aisne department, Picardy. "," Vendhuile is located in northern France. | True |
 Vendhuile is in the Aisne department. | True |
 Vendhuile is in the region of Picardy. | True",
on june hamlin scored his first career cup series win at the pocono where he also won his second career pole.,"On June, Hamlin scored his first career Cup Series win at Pocono, where he also won his second career pole. "," Hamlin scored his first career Cup Series win at Pocono. | True |
 Hamlin won his second career pole at Pocono. | True",
the city was named in honor of king louis xvi of france whose soldiers at the time were aiding americans in the revolutionary war.,"The city was named after King Louis XVI of France, who was helping Americans in the Revolutionary War. "," The city was named after King Louis XVI of France. | True |
 King Louis XVI of France was helping Americans in the Revolutionary War. | True",
she immediately began to take on the role as co hostess of the white house along with the president s niece emily donelson who had served as white house hostess and unofficial first lady since the beginning of the president s term in office.,"She became the co-hostess of the White House with Emily Donelson, the president's niece, who had been the unofficial First Lady and White House hostess since the president's term began. "," Emily Donelson was the president's niece. | True |
 Emily Donelson had been the unofficial First Lady and White House hostess since the president's term began. | True |
 She became the co-hostess of the White House with Emily Donelson. | True",
aucasaurus was a genus of medium sized theropod dinosaur from argentina that lived during the santonian stage lrb anacleto formation rrb.,Aucasaurus was a medium-sized theropod dinosaur that lived in Argentina during the Santonian stage. ," Aucasaurus was a medium-sized theropod dinosaur. | True |
 Aucasaurus lived in Argentina. | True |
 Aucasaurus lived during the Santonian stage. | True",
the san marino national football team lrb italian nazionale di calcio di san marino rrb is the national football team of san marino controlled by the san marino football federation lrb fsgc rrb.,'San Marino's national football team is controlled by the San Marino Football Federation.' ," San Marino has a national football team. | True |
 The national football team of San Marino is controlled by the San Marino Football Federation. | True",
bisexual dvds sell much better online than in adult video stores possibly due to customers in stores feeling embarrassed to buy them.,"Bisexual DVDs sell better online than in stores, possibly due to customer embarrassment. "," Bisexual DVDs sell better online than in stores. | True |
 The reason for this difference in sales could be customer embarrassment. | True",
in the census recorded a permanent population of.,'the census showed a permanent population of' ," The census was conducted. | True |
 The census revealed information about the population. | True |
 The population was identified as permanent. | True",
the freeway then runs along a viaduct through h lawa valley for about m until it reaches the tetsuo harano tunnels through the ko olau mountains.,The freeway runs along a viaduct through Hala Valley for about M until it reaches the Tetsuo Harano tunnels through the Ko'olau Mountains. ," The freeway runs along a viaduct through Hala Valley. | True |
 The viaduct is about M in length. | False |
 The freeway reaches the Tetsuo Harano tunnels through the Ko'olau Mountains after passing through the valley. | True", The viaduct is about M in length.
demudi lrb debian multimedia distribution rrb is a defunct operating system based on debian with enhancements and features aimed at music sound and video production.,"Debian Multimedia Distribution (DMD) is a discontinued operating system based on Debian, designed for music, sound, and video production. "," Debian Multimedia Distribution (DMD) was an operating system. | True |
 DMD was based on Debian. | True |
 DMD was designed for music, sound, and video production. | True |
 DMD is now discontinued. | True",
robert arthur talbot gascoyne cecil rd marquess of salisbury kg gcvo pc lrb february august rrb known as lord robert cecil before and as viscount cranborne from until was a british conservative statesman and thrice prime minister serving for a total of over years.,"Robert Gascoyne-Cecil, also known as Lord Robert Cecil and Viscount Cranborne, was a British Conservative statesman who served as Prime Minister three times for a total of over 12 years."," Robert Gascoyne-Cecil was a British Conservative statesman. | True |
 He was also known as Lord Robert Cecil and Viscount Cranborne. | True |
 He served as Prime Minister three times. | True |
 His total time as Prime Minister was over 12 years. | True",
bogdan gheorghe stelea lrb born december in bucharest rrb is a retired romanian footballer who played as a goalkeeper.,"Bogdan Stelea
Born December in Bucharest
Retired Romanian footballer
Played as goalkeeper "," Bogdan Stelea was born in December in Bucharest. | True |
 He is a retired Romanian footballer. | True |
 He played as a goalkeeper during his career. | True",
while the term may refer to anybody who drives for a living it usually implies a driver of an elegant passenger vehicle such as a horse drawn carriage luxury sedan motor coach or especially a limousine those who operate buses or non passenger vehicles are generally referred to as drivers.,"The term usually refers to drivers of elegant passenger vehicles, such as horse-drawn carriages, luxury sedans, motor coaches, or limousines. Those who operate buses or non-passenger vehicles are generally called drivers. "," The term usually refers to drivers of elegant passenger vehicles. | True |
 Elegant passenger vehicles include horse-drawn carriages, luxury sedans, motor coaches, or limousines. | True |
 Those who operate buses or non-passenger vehicles are generally called drivers. | True",
see the design and variety of thongs for details or guidelingerie.com for a comparison of g string.,Check out the selection of thongs for details or visit guingerie.com to compare g-strings. ," There is a selection of thongs available for purchase. | True |
 Details about the thongs can be found by checking out the selection. | True |
 To compare g-strings, you can visit guingerie.com. | True",
it is a member of the boinae family found in central america south america and some islands in the caribbean.,"Boinae family, Central and South America, some Caribbean islands."," Boinae family is found in Central and South America. | True |
 Boinae family is also found in some Caribbean islands. | True",
it also has maritime borders with japan lrb by the sea of okhotsk rrb and the united states lrb by the bering strait rrb.,'It also borders Japan by the Sea of Okhotsk and the United States by the Bering Strait.'," Russia borders Japan by the Sea of Okhotsk. | True |
 Russia borders the United States by the Bering Strait. | True",
in the water flow analogy sometimes used to explain electric circuits by comparing them to water filled pipes voltage difference is likened to water pressure difference the difference determines how quickly the electrons will travel through the circuit.,Voltage difference is like water pressure difference. It determines how quickly electrons travel through a circuit. ," Voltage difference is compared to water pressure difference. | True |
 Voltage difference determines how quickly electrons travel through a circuit. | False", Voltage difference determines how quickly electrons travel through a circuit.
weedy seadragons are named for the weed like projections on their bodies that camouflage them as they move among the seaweed beds where they are usually found.,"Weedy seadragons have weed-like growths on their bodies that help them blend in with seaweed, which is where they usually live. "," Weedy seadragons have weed-like growths on their bodies. | True |
 The weed-like growths help weedy seadragons blend in with seaweed. | True |
 Weedy seadragons usually live in seaweed. | True",
bagnator is situated on the abbottabad nathi gali road some kilometres away from abbottabad.,"Bagnator is on the Nathi Gali Road, a few kilometers from Abbottabad. "," Bagnator is located on the Nathi Gali Road. | True |
 Bagnator is a few kilometers away from Abbottabad. | True",
bismuth lrb iii rrb oxide reacts with mineral acids to give the corresponding bismuth lrb iii rrb salts.,Bismuth oxide reacts with mineral acids to form bismuth salts. ," Bismuth oxide reacts with mineral acids. | True |
 The reaction forms bismuth salts. | True",
the postcode of the royal mail offices at tomb street in belfast is bt aa.,bt aa is the postcode for royal mail offices in belfast. ," ""BT AA"" is the postcode for Royal Mail offices. | False |
 The Royal Mail offices are located in Belfast. | True"," ""BT AA"" is the postcode for Royal Mail offices."
the song woh mujhey was sung by the popular pakistani pop artist hadiqa kiyani.,'hadiqa kiyani sang the song woh mujhey.'," Hadiqa Kiyani is a singer. | True |
 The song she sang is titled ""Woh Mujhey."" | True",
mount merapi gunung merapi lrb literally fire mountain in indonesian javanese rrb is an active stratovolcano located on the border between central java and yogyakarta indonesia.,"Mount Merapi is an active volcano located on the border of Central Java and Yogyakarta, Indonesia. It's known as Gunung Merapi in Indonesian Javanese, which translates to ""fire mountain""."," Mount Merapi is an active volcano. | True |
 It is located on the border of Central Java and Yogyakarta, Indonesia. | True |
 In Indonesian Javanese, it is known as Gunung Merapi. | True |
 The name ""Gunung Merapi"" translates to ""fire mountain"". | True",
network file system lrb nfs rrb is a network file system protocol originally developed by sun microsystems in allowing a user on a client computer to access files over a network in a manner similar to how local storage is accessed.,Network File System (NFS) is a protocol that allows users to access files over a network as if they were local. It was developed by Sun Microsystems.," Network File System (NFS) is a protocol. | True |
 NFS allows users to access files over a network. | True |
 NFS makes files accessible as if they were local. | True |
 NFS was developed by Sun Microsystems. | True",
the c sar award is the national film award of france first given out in. the nominations are selected by the members of the acad mie des arts et techniques du cin ma.,'The C sar Award is France's national film award. Members of the Acad mie des Arts et Techniques du Cin ma select the nominations.'," The César Award is France's national film award. | True |
 The award is selected by members of the Académie des Arts et Techniques du Cinéma. | True |
 The nominations for the award are chosen by the members of the academy. | True",
a cape verde type hurricane fran formed as a tropical depression southeast of cape verde on august.,"A tropical depression formed southeast of Cape Verde on August 20, eventually becoming Hurricane Fran, similar to a Cape Verde-type hurricane. "," A tropical depression formed southeast of Cape Verde on August 20. | True |
 The tropical depression eventually developed into Hurricane Fran. | True |
 Hurricane Fran was similar to a Cape Verde-type hurricane. | True",
pepe real name jos macia lrb born february in santos rrb is a brazilian former football player and manager.,"'Pepe, born Jos Macia in February in Santos, is a former Brazilian football player and manager.'"," Pepe's birth name is Jos Macia. | True |
 Pepe was born in February in Santos, Brazil. | True |
 Pepe is a former Brazilian football player. | True |
 Pepe is also a former football manager. | True",
fra angelico lrb c. february rrb born guido di pietro was an early italian renaissance painter described by vasari in his lives of the artists as having a rare and perfect talent.,"Guido di Pietro, also known as Fra Angelico, was born in February and was a talented Italian Renaissance painter, as described by Vasari. "," Guido di Pietro is also known as Fra Angelico. | True |
 He was born in February. | True |
 He was a talented Italian Renaissance painter. | True |
 Vasari described him as such. | True",
march ndash modest mussorgsky russian composer lrb d. rrb,"March - Modest Mussorgsky, Russian composer. "," March is a musical composition. | True |
 Modest Mussorgsky was a Russian composer. | True",
with much of its present architecture dating from norman times it became a cathedral in and is the second longest cathedral in the united kingdom.,It's a cathedral with Norman architecture and is the second longest in the UK. ," The cathedral has Norman architecture. | True |
 The cathedral is the second longest in the UK. | True",
the average height of an adult human is about. to. m lrb to feet rrb tall although this varies significantly from place to place.,"The average height of an adult human is about 5 feet 9 inches tall, although this varies significantly from place to place. "," The average height of an adult human is about 5 feet 9 inches tall. | False |
 Height can vary significantly from place to place. | True", The average height of an adult human is about 5 feet 9 inches tall.
the inch single lrb often simply called rrb is a type of gramophone record that has wider groove spacing compared to other types of records.,"'The inch single, also called an rrb, is a type of record with wider grooves than other records.' "," The inch single is a type of record. | True |
 It is also called an rrb. | True |
 The inch single has wider grooves than other records. | True",
as of the series editor chooses twenty short stories each one an o. henry prize story.,"'The series editor selects 20 short stories, each one a prize-winning piece.' "," The series editor selects short stories. | True |
 There are 20 short stories selected. | True |
 Each short story is a prize-winning piece. | True",
in this view the tendency of the philosophes in particular to apply rationality to every problem is considered the essential change.,"In this view, philosophers' inclination to use reason for every issue is seen as a significant shift. "," Philosophers have an inclination to use reason for every issue. | True |
 This inclination is seen as a significant shift. | True",
danny grant tony esposito and ken dryden have accomplished the feat since then.,"'Danny Grant, Tony Esposito, and Ken Dryden have achieved this feat since then.'"," Danny Grant has achieved the feat. | True |
 Tony Esposito has achieved the feat. | True |
 Ken Dryden has achieved the feat. | True",
since about the game port has usually been integrated with a pc i o or sound card either isa or pci or as an on board feature of some motherboards before that it was usually on a dedicated isa card.,"Since the game port has typically been integrated with a PC's I/O or sound card, either ISA or PCI, or as an onboard feature of some motherboards, it was previously on a dedicated ISA card. "," The game port is typically integrated with a PC's I/O or sound card. | True |
 The game port can be found on either ISA or PCI cards, or as an onboard feature on some motherboards. | True |
 Previously, the game port was located on a dedicated ISA card. | True",
