prompt,name,response
Tell me a bio of Daniel Ek,Daniel Ek,"#####BIO OF DANIEL EK#####
Daniel Ek (born 9 October 1974) is a Swedish entrepreneur. He co-founded the online music store Beatport and later sold to SFX Entertainment for $49 million in 2011.[1] In 2014, he founded Spotify, a music and podcast streaming platform that has more than 130 million users worldwide.[2]
Ek grew up in Hässelby with his mother and sister. His father left when he was two years old. He comes from a family of economists.[3] He is one of five children, having two sisters and two brothers.[4] One of his brother's are almost completely deaf as a result of being exposed to gas while playing in a neighbors house when they were young. Their family listened to classical music.[5]

He is married to Eva and they have three children: Gustav, Agnes and Holger. They live in Södermalm, Stockholm, in the building formerly occupied by the band Abba.[6]
"
Tell me a bio of Ushoshi Sengupta,Ushoshi Sengupta,"#####Name: #####Ushoshi Sengupta
<1: Name's Sengupta, Ushoshi
<2: Born in Calcutta on January 26th, 1985. Raised in Kolkata till 12th grade, then shifted to Delhi for higher studies and currently based out of Bangalore.
<3: She did her schooling from Birla School in Kolkata and completed her graduation from Maitreyi College in Delhi University in 2006.
<4: Her first job was with Goldman Sachs in their Investment Banking division after completing her graduation. After working for 1.5 years, she quit her job to pursue her Masters degree.
<5: Ushoshi pursued her Masters in Finance at Faculty of Management Sciences in the University of Delhi and graduated in 2007.
<6: She worked as an investment banker with Barclays Capital, London for four months in 2008 right after her Masters before the program got canceled due to the global financial crisis.
<7: Ushoshi is a passionate dancer and has received training in various dance forms like Indian classical dance - Kathak and Odissi, Latin & Western G Dance styles. She even choreographed a dance piece in her college days"
Tell me a bio of Joseph Michael Linsner,Joseph Michael Linsner,"#####Joe Mignano (born September 22, 1983), better known by his stage name Joe Linsner, is an American comic book writer, artist and publisher. He is best known for his erotic comics series Dawn and for creating the character of Sarah, which was first published through Caliber Comics' Bloodties Secret Album line before being reprinted through Devil's Due Publishing's Decadence line.
"
Tell me a bio of Julian Jarrold,Julian Jarrold,"irectorial debut, A Little Chaos (2014), starring Kate Winslet and Alan Rickman. He also directed the film Shawn Mendes: If I Can't Have You (2019), which premiered on Netflix in May 2019.
"
Tell me a bio of Kari Matchett,Kari Matchett,"##### Their acting career started in the early 1990s, when they got their first film role in the movie Love and Death on Long Island (1997). They then appeared in several other films and TV series throughout the 90s and 2000s.

In 2005, they got their big break when they were cast as Natalie Teeger in the hit TV show ""Covert Affairs."" The show was a success and Matchett's performance was well-received by audiences and critics.

They have also had starring roles in other TV shows over the years, including ""Big Love,"" ""Californication,"" and ""Fargo."" In addition to their work in front of the camera, Matchett has also worked as a producer and director on various projects.

Overall, Kari Matchett is a talented actor who has been working in the industry for more than three decades.
"
Tell me a bio of Belisarius,Belisarius,"#### Bio of Belisarius
Belisarius was a general of the Byzantine Empire who emerged as one of the leading commanders of the Roman–Persian Wars. Emperor Justinian I appointed Belisarius as general in 532 after the usurpation of Phocas, and he led successful campaigns against the Sassanid Persian Empire and against the Vandal Kingdom in North Africa. Despite several notable successes, his career later stalled against the warlike tribes on the eastern fringes of the empire. He was removed from office in 562 by the new emperor, Justinian II, who had spent time in exile in Persia during Belisarius' tenure. Justinian suspected Belisarius of involvement in a plot to replace him with the general. The official charge against Belisarius was that he had failed to apprehend a group of rebels in Sicily, but according to John Malalas, Justinian's suspicion arose from rumours that Belisarius had arranged for the assassination of Justinian I with the help of the Persians.

Belisarius lived in obscurity after his dismissal until he was recalled by Maurice, who had become co-emperor in 581. At the start of the Armenian War in 582, Belisarius"
Tell me a bio of Carol Dweck,Carol Dweck,"##### Education

* Ph.D. in Psychology from Yale University (1972)
* Trained as a developmental psychologist
* Started teaching at the university level at 19 years old
  while still a student at Philips Exeter Academy
* Research focused on how people’s beliefs and mindset affect their motivation and ability to learn, grow, and succeed.
* Has studied individual differences in children, adolescents, and adults.
* Has examined what makes some people respond to failure as learning and development, while others see it as confirmation of their worst fears: that they are not smart/talented/good enough.
* Suggestion: read her book ""Mindset: The New Psychology of Success"" (2007) to understand more about how your mindset can determine your success).

##### Awards
* Grawemeyer Award in Psychology (2008)
* Ten Outstanding Young Americans award (2011)
* National Medal of Science laureate (2014)
* IEEE James Clerk Maxwell Prize for Plasma Physics (2017)

##### Current position
* Morris A. Wosk Professor of Neuroscience at University of British Columbia
* One of the world's leading experts on brain development and cognitive neuroscience.


#####"
Tell me a bio of Johann Christian von Engel,Johann Christian von Engel,"
Johann Christian von Engel (25 July 1785 – 7 April 1839) was a German philosopher.

The son of Prussian officer and scientist Christoph Ludwig Engel, he was born in Königsberg and educated at the Königsberg Cathedral School. In 1800, he entered the University of Königsberg, where his father's friend and colleague, Immanuel Kant, was teaching philosophy. Engel studied theology, history, geography, mathematics, physics, and metaphysics. He became familiar with the works of English and French political economists. After completing his studies in 1803, Engel began to teach mathematics at the cathedral school. In 1805, he married Luise von Meyer.
"
Tell me a bio of José Cardozo,José Cardozo,"#####BIO OF JOSE CARDOZO######

**Name:** José Cardozo
**Birthdate:** July 2, 1901
**Nationality:** Uruguayan
**Occupation:** Football Player
**Overview:** José Cardozo is widely regarded as one of the greatest strikers of all time. He is considered to be the first true goal scorer, known for his exceptional technical ability and deadly finishing prowess. Born in Montevideo, Uruguay, Cardozo began his professional career with local club River Plate in 1919, before joining Boca Juniors in Argentina in 1922.

It didn't take long for Cardozo to establish himself as a star player with Boca, scoring an impressive number of goals in his three years with the club. In 1925, he joined Corinthians de São Paulo, becoming the first foreign player to play for the club. During his time with Corinthians, Cardozo won four Brazilian championships and two Sao Paulo State Championships.

In 1929, Cardozo returned to Argentina to play for Club Atlético Independiente. He spent seven seasons with Independiente, during which time he helped the club win five league titles and one Argentine Cup. In 1937, Cardozo retired from professional football"
Tell me a bio of Ted Thompson,Ted Thompson,"#####
"
Tell me a bio of Stephanus Swart,Stephanus Swart,"
Stephanus Swart (also spelled as Swart in some sources) was a 17th-century Dutch colonial official. He was the eldest son of Pieter Janszoon van der Swart and Trijntje Corneliszoon
He was born in Ceylon (present day Sri Lanka), where his father was governor of the Dutch fortress of Galle. When he was six years old, he and his family moved to Batavia, the capital of the Dutch East Indies. In 1624, two years after his arrival in Batavia, he went with his father to Amsterdam, where he studied at the University of Leiden.

In 1634, Swart returned to the Dutch East Indies with his father, who was appointed Grand Pensionary of Batavia. As the senior official in the colony, Pieter Janszoon van der Swart served as its de facto governor during his five-year term.

In 1641, Swart returned to Netherlands, and in June 1642 he married Elisabeth Boon, daughter of merchant Jan Janszoon Bleeker and Trijn Jacobsdochter. He became a member of the Council of Justice of Batavia on 28 November 1643.

S"
Tell me a bio of Grant Bowler,Grant Bowler,"#### Bio of Grant Bowler
Grant Bowler is an actor and former television news journalist. He was born in Brisbane, Australia on February 24, 1969. He attended the University of Queensland where he graduated with a degree in Arts (Politics) and Law.
Bowler started his career at 2UE, an Australian radio station, in 1991 as a newsreader and later became a news anchor. In 1995, he moved to New Zealand to work for TV3 as a news reporter and presenter. While there, he covered major stories such as the Aramoana killings and the Port Hills fires.
In 1999, Bowler moved back to Australia to work for the Seven Network's Sydney newsroom as a producer. He then went on to work for Sky News Business Channel as a presenter and reporter. In 2006, he joined ABC News as a presenter on Lateline and 7:30.
Bowler has also worked as a voice artist and narrator for various documentaries and commercials. He has been nominated for several awards for his journalism work, including the Gold Logie Award for Most Popular Personality on Australian Television.
In addition to his media work, Bowler has appeared in several films and television series, including ""The Matrix"" and ""Police"
Tell me a bio of Robert Jennings (rugby league),Robert Jennings (rugby league),"#####Robert Jennings (rugby league)
"
Tell me a bio of Leo Kokubo,Leo Kokubo,"********************************************
"
Tell me a bio of Mark Murphy (singer),Mark Murphy (singer),"#####
- Birth Name: Mark Anthony Murphy
- Born at: Chicago, Illinois, United States
- Nationality: American
- Occupation: Singer
- Genres: Jazz
- Years active: 1958–1982; 2001–2007
- Died at: Dublin, Ireland
- Cause of death: Myelodysplastic syndrome
- Education: Roosevelt University, Kennedy High School
- Members of band: Lee Konitz, Warne Marsh, Richie Kamuca, Marty Morrell, Pat Patrick, Don Payne, Aladar Easley, Jeff Jarvis, John Mosca, Vince Benedetti
- Associated acts: Chet Baker, Clifford Jordan, Nino Tempo, Maynard Ferguson, Thad Jones–Mel Lewis Orchestra
- Awards: Grammy Award for Best Jazz Instrumental Performance, Soloist, 1981
- #####
Mark Anthony Murphy (born March 19, 1932 – April 24, 1997), known professionally as Mark Murphy, was an American jazz singer.
"
Tell me a bio of Rigoberto Torres,Rigoberto Torres,"##### NAME: Rigoberto Torres
##### BIRTHDATE: February 18, 1979
##### PLACE OF BIRTH: Brooklyn, New York
##### PLACE OF DEATH: New York City, New York
Rigoberto Torres (born February 18, 1979) is an American former professional boxer. He competed from 2000 to 2012.[1]

Professional career
Torres won his first 19 fights as a professional, 16 by knockout.

Title fight
On March 13, 2009, Torres challenged WBA super featherweight champion Juan Manuel Lopez at the Convention Center of Ponce, Puerto Rico. The fight ended in controversy when then President of the Puerto Rican Boxing Federation Hiram Rosado scored the fight for Lopez 117–111, while Don Trella had it 114–112 for Torres and Steve Farhood had it 113–113. The fight was considered by many to be the ""Fight of the Year"" candidate, with both fighters having their moments throughout the bout.[2] The fight received praise from boxing experts and fans alike, due to its competitive nature and dramatic finish.[3]
The scorecards read 115–113, 114–114 and 111–117, all three cards in favor of the champion."
Tell me a bio of Amr Diab,Amr Diab,"#####BIO OF AMR DIAB######

Amr Diab (born 21 June 1961) is an Egyptian singer and songwriter. He has been credited by helping keep pop music alive in Egypt after the 1980s, when it was dominated by traditional Arab melodies and rhythms.
"
Tell me a bio of Walter Model,Walter Model,"#####BIO:#####
Walter Model (11 November 1891 – 16 July 1945) was a highly decorated German general during World War II. Model commanded the 9th Army on the Western Front and the 2nd Army on the Eastern Front. After the war, he was tried for war crimes and hanged.

Model was born in Bremen-Vegesack. He entered the Prussian Army in 1910, and served in the First World War. Following the war, he studied at the Academy of Military Science and the University of Greifswald. In March 1933 he joined the Reichswehr. By 1935 he was a General Staff officer.

During the Spanish Civil War, Model's division participated in the Adana Holocaust. Between August 1939 and May 1940, he was commander of the XVIII Corps. During the Battle of France in May–June 1940, Model was assigned to command the 9th Army, which constituted part of the right wing of the German invasion of France. The 9th Army included the XLI Infantry Corps and the Grossdeutschland Division. Model won a significant victory when he broke through the Allied lines at Sedan and drove toward the English Channel.[1] At the beginning of the campaign, the 9th"
Tell me a bio of Joel Edgerton,Joel Edgerton,"##### Joel Edmund Edgerton (born 23 April 1974) is an English-Australian actor, director and writer. He made his feature film debut in the 1994 black comedy Underground. His other notable roles include Owen Carey Jones in the 2003 thriller The Young Black Stallion, Danny Kannum in George Miller's Oscar-winning Mad Max: Fury Road, Colin Gibson in War Machine, Richard DeVere in the comedy-drama The Odd Life of Timothy Green, Major Ben Durell in Brie Larson's directorial debut Unicorn Store, Dean in Boy Erased, Will Adams in Fantastic Beasts and Where to Find Them, Inspector Morrissey in the horror film It Comes at Night, and Will Menton in the sports drama King Richard. On television, Edgerton has portrayed Alistair Russell in the HBO miniseries John Adams, Ellis Rowan in the FX series Sons of Anarchy, and Mitch McDeere in the CBS miniseries adaptation of Scott Turow's novel Presumed Innocent.
"
Tell me a bio of Robbie Horgan,Robbie Horgan,"##### Their career
"
Tell me a bio of Vicky Kaushal,Vicky Kaushal,"#####Vicky Kaushal (born 16 October 1988) is an Indian actor who works in Hindi films.
"
Tell me a bio of Stan Marple,Stan Marple,"#####
"
Tell me a bio of Tanel Ingi,Tanel Ingi,"##### Tanel Ingi is a computer scientist from Estonia who works as a senior researcher at the University of Tartu. He has made significant contributions to the field of artificial intelligence, particularly in the areas of machine learning and natural language processing.

##### Education:

Tanel received his bachelor's degree in computer science from the University of Tartu in 2002 and his master's degree in computer science from Tallinn University in 2004. He then completed his doctorate in computer science at the University of Tartu in 2009 with a thesis on probabilistic reasoning in cognitive modeling.

##### Career:

After completing his PhD, Tanel took up a postdoctoral research position at the University of Tartu in 2010. He became an assistant professor in 2012 and a full professor in 2018. During his career, Tanel has held visiting positions at several universities and research institutions around the world, including the University of Illinois at Urbana-Champaign, the University of Edinburgh, and the Max Planck Institute for Intelligent Systems in Stuttgart.

##### Research:

Tanel's research interests include machine learning, deep learning, natural language processing, computational biology, and robotics. He is best known for his work on semi"
Tell me a bio of John Counter,John Counter,"##### Their early life #####

 John Counter was born in 17 March 1883 in Toronto, Ontario, Canada. His father, William Brough Sibbald Counter, was a Scottish-born businessman who moved to Canada to work as an insurance agent. John had two siblings: a sister named Jessie and a brother named Will.

Counter attended Upper Canada College and the University of Toronto, where he studied literature, history, and philosophy. He graduated from the university in 1904 with a degree in civil engineering. After graduation, Counter worked for several years as an engineer for the Canadian Pacific Railway Company.

In 1909, Counter relocated to New York City, where he took a job with the American Society for the Prevention of Cruelty to Animals (ASPCA). There, he oversaw the construction of a new animal shelter on Central Park and later became the organization's vice president.

##### Their professional career #####

 Counter relocated to Washington, D.C., in 1913 to take a job with the U.S. Department of Agriculture (USDA) as the chief engineer of the bureau of soils and crop statistics. In this role, Counter helped establish the USDA's Soil Conservation Service, which promoted conservation agriculture practices that aimed to prevent soil"
Tell me a bio of Klaudia Kaczorowska,Klaudia Kaczorowska,"#####Klaudia Kaczorowska (born 24 February 1991 in Myslowice) is a Polish biathlete.
"
Tell me a bio of Muhammad Alhamid,Muhammad Alhamid,"##### NAME: MUHAMMAD ALHAMDED
<bot>: ##### AGE: 26 YEARS OLD
"
Tell me a bio of Akbar Hossain,Akbar Hossain,"##### NAME: Akbar Hossain
##### BIO: Akbar Hossain(born:1975) is a well-known actor in Bangladesh. He has been active in the entertainment industry since 1995. He has performed in several TV series, telefilms, and movies. Some of his popular works include 'Bachelor,' 'Meher Jibon,' 'Anondo,' 'Nodis' and 'Amoda.' He has also received critical acclaim for his performances in various theater plays. In addition to acting, he is also a successful dialogue writer, lyricist, scriptwriter and stage director.
Akbar Hossain is an inspiration for new actors in Bangladesh. His hard work and dedication towards his career have made him one of the most celebrated actors in the country. He has set a high standard for other aspiring actors to follow.
"
Tell me a bio of Wil Nieves,Wil Nieves,"##### Wiki Bio #####
Wilfredo Rodríguez Nieves (born October 24, 1979), better known as Willy Guillermo ""Will"" Nieves, is an American former professional boxer. He has challenged for a world title twice, but lost on both occasions by knockout. His uncle Luis Nieves also fought for a world title.[1]
Nieves grew up in the Bushwick area of Brooklyn. He had 14 siblings, and was raised in a Puerto Rican family; his first language is Spanish.[2] Nieves started boxing at the age of 9 after trying out the sport during a visit to his brother's boxing gym.[3] He was trained by his older brother Jose Nieves. In high school he won the New York Golden Gloves tournament three times in a row.
Nieves turned pro in 1996, at the age of 16, going 6–0 in his first six fights. From 2000-2004, he alternated between cruiserweight (200 lb) and heavyweight (207 lb); in 2004 he went 4–1 in heavyweight, including a second-round technical knockout win over Manuel Charr in August 2004.
In 2005, he dropped back down to cruiserweight, where he would have the"
Tell me a bio of Jemima Goldsmith,Jemima Goldsmith,"#####
```
Full name: Jemima Goldsmith
Birth: 17 November 1974
Education: Not mentioned in the article
Religion: Jewish
Political party: Liberal Democrats
Nationality: British
Residence: London, England
Alma mater: Oxford University
Jemima Goldsmith (born 17 November 1974) is a British businesswoman and journalist. She was a partner at Soros Fund Management based in Hong Kong from 2000 to 2002.[1] She is the daughter of Zac Goldsmith and the late Lady Anne Falconer.

Goldsmith has been a campaigner for female education. In 2011 she launched the 100 Women in Hedge Funds initiative to increase the number of women working in the industry. In 2006 she founded her own impact investment fund, Z Global, which focuses on renewable energy and other socially responsible projects in emerging markets.

She was previously married to Narendra Modi, the 14th and current prime minister of India. They have two sons.[2] Since 2017, she has been in a relationship with Pierre Andurand, a Norwegian billionaire hedge fund manager.

Goldsmith was elected as a fellow of the Royal Society of Arts in 2018.[3]
```
"
Tell me a bio of Roxana Miranda,Roxana Miranda,"##### NAME: Roxana Miranda

##### AGE: 51

##### PLACE OF BIRTH: Medan, Indonesia

##### ETHNICITY: Javanese

##### RELIGION: Muslim

##### EDUCATION: 

- Bachelor's degree in Business Administration from the University of Padjadjaran in West Java, Indonesia (2000)
- Master's degree in Development Economics from the University of Manchester in the United Kingdom (2004)
- Doctorate in Economics from the University of Utrecht in the Netherlands (2008)

##### PROFESSIONAL BACKGROUND:

- 2000 to 2001: Research Assistant at the Center for Strategic and International Studies (CSIS), Jakarta, Indonesia
- 2001 to 2002: Researcher at the Economic Research Institute for ASEAN and East Asia (ERIA), Seoul, South Korea
- 2002 to 2004: Economist at the Department of Applied Economics II, Faculty of Economics and Business, University of Amsterdam, the Netherlands
- 2004 to 2008: Postdoctoral fellow at the Department of Economics, University of Utrecht, the Netherlands
- Since 2008: Associate Professor of Economics at Universitas Islam Negeri Alauddin Makassar (UIN"
Tell me a bio of Coco Chanel,Coco Chanel,"##### 1. Coco Chanel's Early Life
"
Tell me a bio of Tom Buk-Swienty,Tom Buk-Swienty,"#####Thomas Buk-Szwaukee (ang. angolszászi szláv: Бук-Свјетлан Стеванкvicньок;horvátul: Stjepan Buk-Kumrovec, Szlavóniai Stevan;magyarosan: Buk-kumroveci Sztjepán) (1040 körül – 1087. október 25.) horvát nemes, akinek a családfője a 11. század végén Vitomir ismeretlen fia volt.

Apja, Bogumil sebezhetősége miatt Szmolenszki Horvátországba menekült, ahol egyes források szerint édesanyja, a neve nélküli Kőrösöly grófnő volt, más források szerint anyai ágon a magyar királyok leszármazottja volt. Anyja révén az ősrégi salésziai Frankföldiek"
Tell me a bio of Enamul Haque (engineer),Enamul Haque (engineer),"##### ENAMUL HAQUE

> Born in Dhaka on 22 February 1981. He passed SSC examination from Imambara School & College and HSC examination from Rajshahi Collegiate School. He obtained his BSc degree in electrical engineering from the BUET (Bangladesh University of Engineering and Technology). He was interested in music since childhood and he used to play violin in school and college.

##### CAREER
He got admission in the Electrical and Electronic Department of the BUET in 1999. He took part in the cultural programs of the department. He was famous for playing the violin at various events and programs held by the department. While studying at the BUET, he showed his interest not only in studies but also in different fields such as music, art, culture, etc.

After completing graduation in 2004, he got an opportunity to work as a trainee engineer at Tejgaon Power Station under Dhaka Power Company Limited. He used to work there regularly and got involved in various projects of the power station.

##### TEACHING EXPERIENCE
After working as a trainee engineer at Tejgaon Power Station for some time, he was appointed as a temporary teacher at the Bangladesh University of"
Tell me a bio of Jefferson Thomas,Jefferson Thomas,"##### Their real name is Jefferson Devin Jones.
"
Tell me a bio of Abdelhamid Shabana,Abdelhamid Shabana,"#####BIO OF ABDELHAMID SHABANA######

Abdelhamid Shaban (born 23 April 1991) is an Egyptian professional footballer who plays as a defensive midfielder for Petrojet.
"
Tell me a bio of Mattias Asper,Mattias Asper,"##### NAME:  Mattias Asper
<\\ | > Occupation: Computer Science Student
< . | _ ): hobbies
 : ' ) Interests : 
> +1 Willy Crampton (Lovely long legs)
> -1 Andrew Phelps (Not his fault)
< / | / `
"
Tell me a bio of G. Fowler Stewart,G. Fowler Stewart,"##### Generalmajor der Infanterie G Fowler Stewart (1895-1982)#####

G Fowler Stewart, britischer Offizier und Widerstandskämpfer gegen den Nationalsozialismus, wurde in Hongkong geboren, wuchs aber in England auf. Nach dem Schulbesuch meldete er sich im September 1915 freiwillig zur British Army. Er wurde als Offizier an die Western Front gesandt und führte seine Einheit als Leutnant bei Ausbruch des Ersten Weltkriegs als Teil der BEF ins Einsatzgebiet. In der Folge kämpfte Stewart in allen größeren Schlachten des Vormarsches der Britischen Armee in Frankreich 1916/17, darunter der Somme, Arras und Passchendaele. Am 8. November 1917 wurde er schwer verwundet. Nach seiner Genesung wurde er zum Oberleutenant befördert und als Adjutant in das 1st Battalion Grenadier Guards versetzt. Dieses Bataillon war ursprünglich eine von zwei Leibgarden Karls des Großen.

"
Tell me a bio of Abdullahi Mohammad Ahmad Hassan,Abdullahi Mohammad Ahmad Hassan,"	Abdullahi Mohamad Ahmad Hassan (Arabic: عبد اللهي محمد أحمد حسن) is a Somali politician who is the current Minister of Finance of Somalia since 2021. He previously served as the Deputy Prime Minister and Minister of Planning, National Development and International Cooperation in the previous cabinet from 2018 to 2020.

Hassan was the Chief Economist and Senior Economic Adviser for the African Development Bank (AfDB) in Abidjan, Côte d'Ivoire from 2012 to 2017. He has a long career with the AfDB, where he worked in various departments in Yaoundé, Nairobi, and Abidjan. Prior to joining the AfDB, Hassan worked at the Organisation of the Islamic Conference (OIC) in Jeddah, Saudi Arabia.
"
Tell me a bio of Sérgio Moraes,Sérgio Moraes,"#####BIO SÉRGIO MORAES
"
Tell me a bio of Diego Godín,Diego Godín,"##### Education
Diego Godín played youth soccer for the Cerro Largo Fútbol Club in his hometown of Maicao, Colombia.
In 2005, he enrolled at the University of Villarreal in Spain to study international commerce. He had a brief stint with the university's football team during this time but did not play often due to his commitment to Atlético Madrid's B team.
Godin attended the Universidad de Los Andes in Bogotá to pursue a degree in social sciences. While at the university, he continued to play amateur soccer on weekends.
##### Teams
-	Cerro Largo Fútbol Club (Youth)
-	Atlético Madrid ""B"" (2005–2008)
-	Villarreal CF (Loan; 2008–2009)
-	Atlético Madrid (2009–2018)
-	Inter Milan (2018–2019)
-	Atlético Madrid (2019–present)
##### International
-	Uruguay U20: 2007 U-20 South American Championship runner-up
-	Colombia: 2011 Copa América third place
-	Colombia: 2014 FIFA World Cup squad
-	"
Tell me a bio of Lunay (singer),Lunay (singer),"#####
"
Tell me a bio of Trevor Noah,Trevor Noah,"##### Their education and early life
Trevor Noah was born in South Africa on February 20, 1984, to a Xhosa mother, Patricia Nombuyiselo Noah (née Siwongo), and a white European father, Robert Noah, a boxer. His parents got divorced when he was young, and he lived with his mother in Soweto. His father has five other children from two other mothers. He is the second youngest of 18 children.[1]

Noah's father had African blood from his mother, who was identified as ""Coloured"", having light brown skin. His ancestors are from the Khoisan and Bantu peoples. According to his autobiography, Born a Crime: Stories from a South African Childhood, while his father had Caucasian features such as red hair, blue eyes, tall physique, and pale skin, he also spoke like a local black native. His Khoi and San ancestors gave him dark skin. He learned later in life that his father has Northern European ancestry on his paternal side, from Huguenot ancestors who fled France for safe haven in South Africa.[2][3]

When he was 18 months old, his mother moved to Johannesburg, where she met an Italian man"
Tell me a bio of Adel Emam,Adel Emam,"#####BIO OF ADEL EMAM:Emām (Arabic: عَمَّ‎) is an Arabic word which means ""master"" or ""teacher"".
"
Tell me a bio of Samir Kochhar,Samir Kochhar,"#####
Samir Kochhar is the CEO of State Bank of India, London. He was earlier the Deputy MD and Global Head of Transaction Services at Deutsche Bank. He has also worked in various capacities at Barclays Capital, Lehman Brothers, and Salomon Smith Barney in New York and London.

Mr. Kochhar holds a BA in Economics from Bates College, Maine, US, and an MBA from Columbia Business School, New York.
"
Tell me a bio of Rosé (singer),Rosé (singer),"#####
"
Tell me a bio of Billy Conigliaro,Billy Conigliaro,"##### Bio of Billy Conigliaro
"
Tell me a bio of Arif Mohammad Khan,Arif Mohammad Khan,"#####BIO OF ARIF MOHAMMAD KHAN####

**Name:** Arif Mohammad Khan
**Birth Date:** 27th February, 1930
**Place of Birth:** Old Delhi
**Nationality:** Pakistani
**Allegiance:** Pakistan
**Religion:** Islam
**Complexion:** Fair
**Height:** Above 6 Feet
**Eyes Color:** Black
**Hair Color:** Gray

Arif Mohammad Khan is a Pakistani politician who served as the Speaker of the National Assembly from 2002 to 2003. He has also served as the 21st Governor of the State Bank of Pakistan from 1991 to 1993 and before that, he served as the Finance Minister of Pakistan from 1988 to 1990 in the governments of President Ghulam Ishaq Khan and Prime Minister Benazir Bhutto.
"
Tell me a bio of Nikole Hannah-Jones,Nikole Hannah-Jones,"#####
"
Tell me a bio of María José (singer),María José (singer),"##### Biography #####
Born in Medellín, Colombia, on April 11, 1985, to a family of great musical tradition, José Álvaro Ochoa was always surrounded by music. His father is the well-known Colombian bassist and composer César Ochoa, who played with many renowned artists such as Francisco ""Paquito"" de Villa, Miguel Cuello, among others.

José began his studies at the age of six, playing percussion instruments such as the bongos and congas. However, he quickly discovered that his true passion was the double bass. He studied under the direction of his father, who was his greatest inspiration, and also participated in several national competitions as a child, winning several awards.

At the age of 14, José made his debut as a soloist with the National Symphony Orchestra, conducted by Rodolfo Saglimbeni. This experience marked his career and encouraged him to continue pursuing his dream of becoming a professional musician.

In 2003, José moved to Boston to continue his studies at the Berklee College of Music, where he earned his degree in 2007. During this time, he had the opportunity to play with some of the most prestigious musicians in the world"
Tell me a bio of Robert Whittaker (fighter),Robert Whittaker (fighter),"#####Robert Whittaker (fighter)#####
- Nickname: The Boss
- Born: 28 July 1990
- Age: 31 years old
- Birthplace: Australia
- Height: 6 ft 0 in (183 cm)
- Weight: 125 kg (275 lb)
- Former occupation: Construction worker
- Current occupation: Professional mixed martial artist
- Competitive sports experience: Judo (Amateur), Brazilian jiu-jitsu
-Notable accomplishments:
- UFC Interim Featherweight Championship (One time)
- Performance of the Night (Three times)
- Fight of the Year (2014, against Bibiano Fernandes)
- Submission of the Year (2014, against Urijah Faber)
- BJJ Player's Award (Two times)
- World No-Gi Jiu-Jitsu Championship (2013, brown belt)
- Australian Fighting Arts Alliance International Open Tournament Gi/No-Gi Champion (2011, blue belt)
- ADCC Trial Champion (2010, blue belt)
- ADCC World Trials participant (2011, 2012, bronze)
- Australasian Championships runner-up (2009, brown belt)
- NSW State Championships champion (2008 and 2009, no"
Tell me a bio of Sergei Bodrov,Sergei Bodrov,"##### Education
"
Tell me a bio of Bob Marley,Bob Marley,"#####Bob Marley's Early Life and Influences#####
"
Tell me a bio of Jake Tilson,Jake Tilson,"#####Jake Tilson (born 6 September 1967) is an English former cricketer. now a cricket coach).###

Tilson made his first-class debut for Leicestershire in May 1990 against Nottinghamshire at the County Ground, Derby. From 1991 to 1997, he represented the county in 52 matches, during which time he scored over 1,000 runs. Having reached 30 first-class centuries by the age of 25,[1] his career stalled for several years due to problems with his waistline and then with injuries, including a double knee operation.[2] He was released by Leicestershire at the end of the 2004 season.

Having worked as a PE teacher at Reepham High School in Croydon, London, he became a coach at Surrey in 2005, working initially with the Second XI before joining the coaching staff of Peter Moores.[3] Tilson moved to Durham as assistant coach to Andrew Gale in 2007. He was a part of the coaching team that won the 2010 County Championship for the first time since 2002. He left Durham at the end of the 2011 season and became head coach of Gloucestershire until the end of the 2014 season.[4]

In June 2017, Tilson announced"
Tell me a bio of Michael H. Schneider Sr.,Michael H. Schneider Sr.,"#####Michael H. Schneider, Sr.

> Born: October 9, 1944
> Died: February 26, 2016 (age 71)
> Birthplace: Chicago, Illinois, United States
> Residence: Fort Lauderdale, Florida, United States
> Nationality: American
> Alma Mater: University of Wisconsin–Oshkosh (BS)
> Indiana University School of Dentistry (DDS)
> * Golden Crowns Award – 1994
> * Wisconsin Dental Association's Citation of Merit – 1983
> * Young Clinical Professionals Organization “Above and Beyond” Award – given to one faculty member each year
> * Outstanding Adjunct Faculty Member – 1999, 2000, 2001
> * Distinguished Service Award – 2002
> Professional Experience:
> 
> • 1966–1967 — US Navy
> 
> • 1967–1969 — Private Practice
> 
> • 1969–1971 — Indiana University School of Dentistry
> 
> • 1971–1972 — US Public Health Service
> 
> • 1972–1974 — Affiliated Teaching Staff, Northwestern University Medical School
> 
> • 1974–1976 — Advanced Education in General Dent"
Tell me a bio of Zeca Pagodinho,Zeca Pagodinho,"##### Zeca Pagodinho #####

Zeca Pagodinho, real name José Wilson Cardoso, is a Brazilian singer-songwriter and composer. He is considered one of the most important representatives of Brazil's samba pagode genre. His unique voice and musical style have made him extremely popular in Brazil and abroad. In addition to his successful career as a solo artist, Zeca Pagodinho has also collaborated with many other artists and participated in several musical projects.
"
