prompt,response,atoms,hallucinated atoms
Tell me a bio of Robert Louis Stevenson," Robert Louis Stevenson was a Scottish novelist, poet, and travel writer. He is best known for his novels Treasure Island, Kidnapped, and Strange Case of Dr Jekyll and Mr Hyde. Born on November 13, 1850, in Edinburgh, Scotland, he was educated in England but returned to Scotland to study law. However, he soon became more interested in writing. His works often featured adventure, romance, and elements of the supernatural. Stevenson died on December 3, 1894. His works continue to be popular and have been adapted into numerous films","| Robert Louis Stevenson was Scottish.	True |
| Robert Louis Stevenson was a novelist.	True |
| Robert Louis Stevenson was a poet.	True |
| Robert Louis Stevenson was a travel writer.	True |
| He is known for writing novels.	True |
| One of his best known novels is Treasure Island.	True |
| Treasure Island is a novel.	True |
| Another one of his best known novels is Kidnapped.	True |
| Kidnapped is a novel.	True |
| Another one of his best known novels is Strange Case of Dr Jekyll and Mr Hyde.	True |
| Strange Case of Dr Jekyll and Mr Hyde is a novel.	True |
| He was born on November 13, 1850.	True |
| He was born in Edinburgh, Scotland.	True |
| He was educated in England.	False |
| He returned to Scotland to study law.	True |
| He became more interested.	False |
| He became more interested in writing.	True |
| The interest in writing developed soon.	True |
| The interest in writing developed soon after the previous interest.	True |
| His works often featured adventure.	True |
| His works often featured romance.	True |
| His works often featured elements of the supernatural.	False |
| Stevenson died.	True |
| Stevenson died on December 3, 1894.	True |
| His works continue to be popular.	True |
| His works have been adapted into numerous films.	True |
","| He was educated in England. |
| He became more interested. |
| His works often featured elements of the supernatural. |
"
Tell me a bio of José Sánchez del Río," José Sánchez del Río, also known as ""El Chidó"" or ""The Little One,"" was born on September 30, 1895, in the state of San Luis Potosí, Mexico. He was a prominent figure during the Mexican Revolution and is best known for his role in the Battle of Celaya on April 20, 1915. Sánchez del Río led a group of rebels against the forces of Victoriano Huerta, who was then the President of Mexico. The battle is significant because it marked the beginning of the end of Huerta'","| José Sánchez del Río was born on September 30, 1895.	False |
| José Sánchez del Río was known as ""El Chidó"" or ""The Little One.""	False |
| José Sánchez del Río was born in the state of San Luis Potosí, Mexico.	False |
| He was a prominent figure.	True |
| He was prominent during the Mexican Revolution.	False |
| He is best known for his role in the Battle of Celaya.	False |
| The Battle of Celaya occurred on April 20, 1915.	False |
| Sánchez del Río was a leader.	False |
| Sánchez del Río led a group of rebels.	False |
| Victoriano Huerta was the President of Mexico.	False |
| Victoriano Huerta's forces were being fought against by Sánchez del Río's group of rebels.	False |
| The battle is significant.	True |
| The battle marked the beginning of the end of Huerta.	False |
","| José Sánchez del Río was born on September 30, 1895. |
| José Sánchez del Río was known as ""El Chidó"" or ""The Little One."" |
| José Sánchez del Río was born in the state of San Luis Potosí, Mexico. |
| He was prominent during the Mexican Revolution. |
| He is best known for his role in the Battle of Celaya. |
| The Battle of Celaya occurred on April 20, 1915. |
| Sánchez del Río was a leader. |
| Sánchez del Río led a group of rebels. |
| Victoriano Huerta was the President of Mexico. |
| Victoriano Huerta's forces were being fought against by Sánchez del Río's group of rebels. |
| The battle marked the beginning of the end of Huerta. |
"
Tell me a bio of Sajid Nadiadwala," Sajid Nadiadwala is an Indian film producer and director, primarily known for his work in Bollywood. He was born on October 1, 1974, in Mumbai, Maharashtra, India. Nadiadwala started his career as an assistant director to Manmohan Desai in the late 1980s. He made his directorial debut with the film ""Bhagam Bhag"" (2006), which was also his first production under the banner of his production company, Nadiadwala Grandson Enter","| Sajid Nadiadwala is Indian.	True |
| Sajid Nadiadwala is a film producer.	True |
| Sajid Nadiadwala is a director.	True |
| Sajid Nadiadwala is primarily known for his work in Bollywood.	True |
| He was born on October 1, 1974.	False |
| He was born in Mumbai.	False |
| He was born in Maharashtra.	False |
| He was born in India.	True |
| Nadiadwala started his career.	True |
| Nadiadwala started his career as an assistant director.	True |
| Nadiadwala started his career as an assistant director to Manmohan Desai.	False |
| Nadiadwala started his career as an assistant director to Manmohan Desai in the late 1980s.	False |
| He made his directorial debut with a film.	True |
| The film he made his directorial debut with is ""Bhagam Bhag.""	False |
| ""Bhagam Bhag"" was released in 2006.	False |
| ""Bhagam Bhag"" was his first production under the banner of his production company.	False |
| His production company is Nadiadwala Grandson Entertainment.	True |
","| He was born on October 1, 1974. |
| He was born in Mumbai. |
| He was born in Maharashtra. |
| Nadiadwala started his career as an assistant director to Manmohan Desai. |
| Nadiadwala started his career as an assistant director to Manmohan Desai in the late 1980s. |
| The film he made his directorial debut with is ""Bhagam Bhag."" |
| ""Bhagam Bhag"" was released in 2006. |
| ""Bhagam Bhag"" was his first production under the banner of his production company. |
"
Tell me a bio of Toru Muranishi," Toru Muranishi is a Japanese actor and director, born on July 2, 1968, in Tokyo, Japan. He made his acting debut in the late 1980s and has since appeared in numerous films, television dramas, and stage productions. Muranishi is best known for his roles in ""Nobody to Watch Over Me,"" ""Dream,"" and ""Love and Honor."" As a director, he has made several short films and the critically acclaimed movie ""Nobody Knows"" (2004). Muranishi is also an accomplished screenwriter","| Toru Muranishi is a Japanese actor.	False |
| Toru Muranishi is a Japanese director.	True |
| Toru Muranishi was born on July 2, 1968.	False |
| Toru Muranishi was born in Tokyo, Japan.	False |
| He made his acting debut in the late 1980s.	False |
| He has appeared in numerous films.	True |
| He has appeared in television dramas.	True |
| He has appeared in stage productions.	False |
| Muranishi is best known for his roles.	False |
| ""Nobody to Watch Over Me"" is a film.	False |
| ""Dream"" is a film.	False |
| ""Love and Honor"" is a film.	False |
| He is a director.	True |
| He has made several short films.	False |
| He has made the movie ""Nobody Knows.""	False |
| The movie ""Nobody Knows"" was released in 2004.	False |
| The movie ""Nobody Knows"" was critically acclaimed.	False |
| Muranishi is an accomplished screenwriter.	False |
","| Toru Muranishi is a Japanese actor. |
| Toru Muranishi was born on July 2, 1968. |
| Toru Muranishi was born in Tokyo, Japan. |
| He made his acting debut in the late 1980s. |
| He has appeared in stage productions. |
| Muranishi is best known for his roles. |
| ""Nobody to Watch Over Me"" is a film. |
| ""Dream"" is a film. |
| ""Love and Honor"" is a film. |
| He has made several short films. |
| He has made the movie ""Nobody Knows."" |
| The movie ""Nobody Knows"" was released in 2004. |
| The movie ""Nobody Knows"" was critically acclaimed. |
| Muranishi is an accomplished screenwriter. |
"
Tell me a bio of Mauro Icardi," Mauro Icardi is an Argentine professional footballer who plays as a striker for Serie A club Inter Milan and the Argentina national team. Born on February 19, 1993, in Rosario, Argentina, Icardi began his career with Rosario Central before moving to Sampdoria in 2013. He joined Inter Milan in 2015 and has since become one of the club's key players. Icardi is known for his clinical finishing ability and strong presence in the penalty area. He has represented Argentina at various youth levels and made his senior international debut","| Mauro Icardi is an Argentine.	True |
| Mauro Icardi is a professional footballer.	True |
| Mauro Icardi plays as a striker.	True |
| Mauro Icardi plays for Serie A club Inter Milan.	False |
| Mauro Icardi plays for the Argentina national team.	True |
| Icardi was born on February 19, 1993.	True |
| Icardi was born in Rosario, Argentina.	True |
| Icardi began his career with Rosario Central.	False |
| Icardi moved to Sampdoria in 2013.	False |
| He joined Inter Milan in 2015.	False |
| Inter Milan is a football club.	True |
| He became one of the club's key players.	True |
| Icardi is known for his clinical finishing ability.	True |
| Icardi is known for his strong presence in the penalty area.	True |
| He has represented Argentina at various youth levels.	True |
| He made his senior international debut.	True |
","| Mauro Icardi plays for Serie A club Inter Milan. |
| Icardi began his career with Rosario Central. |
| Icardi moved to Sampdoria in 2013. |
| He joined Inter Milan in 2015. |
"
Tell me a bio of Florencia Bertotti," Florencia Bertotti is an Argentine actress, born on March 23, 1975. She is best known for her roles in Argentine and international films and television series. Some of her notable works include ""The Secret in Their Eyes"" (La secreta de sus ojos), ""Crime and Passion"" (Crime + Passion), and ""El autor del crimen"". She has won several awards for her acting, including the Argentine Film Critics Association Award for Best Actress and the Silver Condor Award for Best Supporting Actress. Bertotti has also worked as a theater","| Florencia Bertotti is an actress.	True |
| Florencia Bertotti is Argentine.	True |
| Florencia Bertotti was born on March 23, 1975.	False |
| She is known for her roles in Argentine films.	True |
| She is known for her roles in international films.	False |
| She is known for her roles in Argentine television series.	True |
| She is known for her roles in international television series.	False |
| Some of her notable works include ""The Secret in Their Eyes"" (La secreta de sus ojos).	False |
| Some of her notable works include ""Crime and Passion"" (Crime + Passion).	False |
| Some of her notable works include ""El autor del crimen"".	False |
| She has won awards for her acting.	True |
| She has won the Argentine Film Critics Association Award for Best Actress.	False |
| She has won the Silver Condor Award for Best Supporting Actress.	False |
| She has won several awards for her acting, including the Argentine Film Critics Association Award for Best Actress and the Silver Condor Award for Best Supporting Actress.	True |
| Bertotti has worked.	True |
| Bertotti has worked as a theater.	True |
","| Florencia Bertotti was born on March 23, 1975. |
| She is known for her roles in international films. |
| She is known for her roles in international television series. |
| Some of her notable works include ""The Secret in Their Eyes"" (La secreta de sus ojos). |
| Some of her notable works include ""Crime and Passion"" (Crime + Passion). |
| Some of her notable works include ""El autor del crimen"". |
| She has won the Argentine Film Critics Association Award for Best Actress. |
| She has won the Silver Condor Award for Best Supporting Actress. |
"
Tell me a bio of Chris Cheney," Chris Cheney is an Australian musician, best known as the lead singer, guitarist and songwriter for the rock band The Living End. The band formed in Melbourne in 1994 and has since released ten studio albums and had numerous charting singles in Australia. Cheney's unique vocal style, dynamic guitar playing, and powerful live performances have earned him critical acclaim and a dedicated fan base. He is also known for his activism and philanthropy, particularly in the areas of mental health and animal welfare.","| Chris Cheney is Australian.	True |
| Chris Cheney is a musician.	True |
| Chris Cheney is best known as the lead singer of The Living End.	True |
| Chris Cheney is the guitarist for The Living End.	True |
| Chris Cheney is the songwriter for The Living End.	True |
| The band formed in Melbourne.	True |
| The band formed in Melbourne in 1994.	True |
| The band has released ten studio albums.	False |
| The band has had numerous charting singles.	True |
| The band has had numerous charting singles in Australia.	True |
| The band has had numerous charting singles in Australia since forming in Melbourne in 1994.	True |
| Cheney has a unique vocal style.	True |
| Cheney has dynamic guitar playing.	True |
| Cheney has powerful live performances.	True |
| Cheney's unique vocal style, dynamic guitar playing, and powerful live performances have earned him critical acclaim.	True |
| Cheney's unique vocal style, dynamic guitar playing, and powerful live performances have earned him a dedicated fan base.	True |
| He is known for his activism.	False |
| He is known for his philanthropy.	False |
| He is known for his activism in mental health.	False |
| He is known for his activism in animal welfare.	True |
| He is known for his philanthropy in mental health.	False |
| He is known for his philanthropy in animal welfare.	False |
","| The band has released ten studio albums. |
| He is known for his activism. |
| He is known for his philanthropy. |
| He is known for his activism in mental health. |
| He is known for his philanthropy in mental health. |
| He is known for his philanthropy in animal welfare. |
"
Tell me a bio of Eric Hacker," Eric Hacker is a fictional character from the American television series ""Person of Interest"". He is a socially awkward, highly intelligent computer hacker who uses his skills to help prevent crimes before they occur. Hacker's real name is never revealed in the show, and he communicates with the main character, Reese, using only a voice modulator to conceal his identity. He is known for his extensive knowledge in various fields including mathematics, physics, engineering, and computer science. Despite his brilliant mind, Hacker has difficulty understanding social cues and often struggles with interpersonal relationships. His motivation for helping Reese","| Eric Hacker is a character.	False |
| Eric Hacker is a fictional character.	False |
| Eric Hacker is from the American television series ""Person of Interest"".	False |
| He is socially awkward.	False |
| He is highly intelligent.	False |
| He is a computer hacker.	False |
| He uses his skills to help prevent crimes.	False |
| He uses his skills to help prevent crimes before they occur.	False |
| Hacker's real name is never revealed in the show.	True |
| Hacker communicates with the main character, Reese.	False |
| Hacker uses a voice modulator.	False |
| The voice modulator is used to conceal his identity.	False |
| He is known for his extensive knowledge.	False |
| He is known for his knowledge in mathematics.	False |
| He is known for his knowledge in physics.	False |
| He is known for his knowledge in engineering.	False |
| He is known for his knowledge in computer science.	False |
| Hacker has a brilliant mind.	False |
| Hacker has difficulty understanding social cues.	False |
| Hacker often struggles with interpersonal relationships.	False |
","| Eric Hacker is a character. |
| Eric Hacker is a fictional character. |
| Eric Hacker is from the American television series ""Person of Interest"". |
| He is socially awkward. |
| He is highly intelligent. |
| He is a computer hacker. |
| He uses his skills to help prevent crimes. |
| He uses his skills to help prevent crimes before they occur. |
| Hacker communicates with the main character, Reese. |
| Hacker uses a voice modulator. |
| The voice modulator is used to conceal his identity. |
| He is known for his extensive knowledge. |
| He is known for his knowledge in mathematics. |
| He is known for his knowledge in physics. |
| He is known for his knowledge in engineering. |
| He is known for his knowledge in computer science. |
| Hacker has a brilliant mind. |
| Hacker has difficulty understanding social cues. |
| Hacker often struggles with interpersonal relationships. |
"
Tell me a bio of Hibo Wardere," Hibo Wardere is a Somali-born British author, journalist, and human rights activist. She was born in Mogadishu, Somalia, in 1976. After her family fled the civil war in Somalia when she was five years old, they spent several years as refugees in Kenya before settling in the UK in 1986.

Wardere gained international attention with her memoir ""In Search of Sheba: A Woman's Odyssey from War-Torn Somalia to Modern Britain,"" which chronicles her experiences as a refugee and her","| Hibo Wardere is Somali-born.	True |
| Hibo Wardere is British.	False |
| Hibo Wardere is an author.	True |
| Hibo Wardere is a journalist.	False |
| Hibo Wardere is a human rights activist.	True |
| She was born in Mogadishu.	False |
| She was born in Somalia.	True |
| She was born in 1976.	True |
| Her family fled the civil war in Somalia.	True |
| She was five years old when her family fled Somalia.	False |
| Her family spent several years as refugees in Kenya.	True |
| Her family settled in the UK in 1986.	False |
| Wardere gained international attention.	True |
| Wardere gained international attention with her memoir.	True |
| The memoir is titled ""In Search of Sheba: A Woman's Odyssey from War-Torn Somalia to Modern Britain.""	False |
| The memoir chronicles her experiences.	True |
| The memoir chronicles her experiences as a refugee.	False |
| Wardere is a refugee.	True |
| The memoir chronicles her experiences as a refugee and her journey.	True |
","| Hibo Wardere is British. |
| Hibo Wardere is a journalist. |
| She was born in Mogadishu. |
| She was five years old when her family fled Somalia. |
| Her family settled in the UK in 1986. |
| The memoir is titled ""In Search of Sheba: A Woman's Odyssey from War-Torn Somalia to Modern Britain."" |
| The memoir chronicles her experiences as a refugee. |
"
Tell me a bio of Egon Krenz," Egon Krenz (born March 24, 1937) is a former East German politician and military officer who served as the General Secretary of the Socialist Unity Party of Germany (SED) from November 18, 1989, to December 3, 1989. He succeeded Erich Honecker in this position following Honecker's resignation during the Revolutions of 1989 in East Germany. Krenz was born in Chemnitz and joined the German People's Police (Volkspolizei) in ","| Egon Krenz was born on March 24, 1937.	False |
| Egon Krenz is a former East German politician.	True |
| Egon Krenz is a former military officer.	False |
| Egon Krenz served as the General Secretary.	True |
| Egon Krenz served as the General Secretary of the Socialist Unity Party of Germany (SED).	True |
| Egon Krenz served as the General Secretary from November 18, 1989, to December 3, 1989.	True |
| Erich Honecker resigned.	True |
| Erich Honecker resigned during the Revolutions of 1989.	True |
| Erich Honecker resigned in East Germany.	True |
| He succeeded Erich Honecker.	True |
| He succeeded Erich Honecker in the position.	True |
| He succeeded Erich Honecker in the position following Honecker's resignation during the Revolutions of 1989 in East Germany.	True |
| Krenz was born in Chemnitz.	False |
| Krenz joined the German People's Police (Volkspolizei).	False |
","| Egon Krenz was born on March 24, 1937. |
| Egon Krenz is a former military officer. |
| Krenz was born in Chemnitz. |
| Krenz joined the German People's Police (Volkspolizei). |
"
Tell me a bio of Heinrich Harrer," Heinrich Harrer was an Austrian mountaineer, writer, and adventurer. He is best known for his book ""Seven Years in Tibet,"" which chronicles his experiences living among the Tibetans after escaping from British-controlled India during World War II. Harrer was also an accomplished mountaineer, having made the first ascent of Nanga Parbat with Andi Hinterstoisser in 1934. He died on January 7, 2006, at the age of 87.","| Heinrich Harrer was Austrian.	True |
| Heinrich Harrer was a mountaineer.	True |
| Heinrich Harrer was a writer.	True |
| Heinrich Harrer was an adventurer.	True |
| He is best known for his book ""Seven Years in Tibet.""	True |
| The book ""Seven Years in Tibet"" chronicles his experiences.	True |
| The book ""Seven Years in Tibet"" chronicles his experiences living among the Tibetans.	True |
| He lived among the Tibetans.	True |
| He lived among the Tibetans after escaping from British-controlled India.	True |
| He escaped from British-controlled India during World War II.	True |
| Harrer was an accomplished mountaineer.	True |
| Harrer made the first ascent of Nanga Parbat.	False |
| Harrer made the first ascent of Nanga Parbat with Andi Hinterstoisser.	False |
| The first ascent of Nanga Parbat was made in 1934.	False |
| He died on January 7, 2006.	True |
| He died at the age of 87.	False |
","| Harrer made the first ascent of Nanga Parbat. |
| Harrer made the first ascent of Nanga Parbat with Andi Hinterstoisser. |
| The first ascent of Nanga Parbat was made in 1934. |
| He died at the age of 87. |
"
Tell me a bio of Don Featherstone (artist)," Don Featherstone was an American sculptor, best known for creating the pink plastic lawn flamingo. Born on April 14, 1918, in Leominster, Massachusetts, he served in the U.S. Army during World War II and later worked as a draftsman for an architectural firm.

In the late 1940s, Featherstone began designing plastic lawn ornaments while working for Union Products Company in Leominster. He is credited with creating the first plastic flamingo in 1957. The flamingos were initially produced in","| Don Featherstone was an American.	True |
| Don Featherstone was a sculptor.	True |
| Don Featherstone is best known for creating the pink plastic lawn flamingo.	True |
| He was born on April 14, 1918.	False |
| He was born in Leominster, Massachusetts.	False |
| He served in the U.S. Army during World War II.	False |
| He worked as a draftsman.	False |
| He worked for an architectural firm.	False |
| Featherstone began designing plastic lawn ornaments.	True |
| Featherstone began designing plastic lawn ornaments in the late 1940s.	False |
| Featherstone began designing plastic lawn ornaments while working for Union Products Company.	True |
| Featherstone began designing plastic lawn ornaments while working for Union Products Company in Leominster.	True |
| He is credited with creating.	True |
| He created the first plastic flamingo.	True |
| The first plastic flamingo was created in 1957.	True |
","| He was born on April 14, 1918. |
| He was born in Leominster, Massachusetts. |
| He served in the U.S. Army during World War II. |
| He worked as a draftsman. |
| He worked for an architectural firm. |
| Featherstone began designing plastic lawn ornaments in the late 1940s. |
"
Tell me a bio of Owen Wright (surfer)," Owen Wright is an Australian professional surfer. He was born on August 24, 1990, in Newcastle, New South Wales. Wright began surfing at a young age and turned professional in 2005. He has won numerous competitions throughout his career, including the Rip Curl Pro Bells Beach in 2015 and the Quiksilver Pro Gold Coast in 2016. Wright is known for his aggressive style and powerful maneuvers. He is also the younger brother of two-time world champion surfer Tyler Wright.","| Owen Wright is a person.	True |
| Owen Wright is Australian.	True |
| Owen Wright is a professional surfer.	True |
| He was born on August 24, 1990.	False |
| He was born in Newcastle.	False |
| He was born in New South Wales.	True |
| Wright began surfing at a young age.	True |
| Wright turned professional in 2005.	False |
| He has won numerous competitions throughout his career.	True |
| He won the Rip Curl Pro Bells Beach in 2015.	False |
| He won the Quiksilver Pro Gold Coast in 2016.	False |
| Wright is known for his aggressive style.	True |
| Wright is known for his powerful maneuvers.	True |
| He is the younger brother.	False |
| He is the younger brother of two-time world champion surfer Tyler Wright.	False |
","| He was born on August 24, 1990. |
| He was born in Newcastle. |
| Wright turned professional in 2005. |
| He won the Rip Curl Pro Bells Beach in 2015. |
| He won the Quiksilver Pro Gold Coast in 2016. |
| He is the younger brother. |
| He is the younger brother of two-time world champion surfer Tyler Wright. |
"
Tell me a bio of Mike Trivisonno," Mike Trivisonno is an American radio talk show host. He currently hosts the morning drive-time slot on WTAM in Cleveland, Ohio, which he has done since 2013. Prior to that, he worked for WJW-TV in Cleveland as a news anchor and reporter from 1984 to 2013. Trivisonno is known for his outspoken personality and controversial views on various topics. He has been involved in several high-profile feuds with public figures, including former Cleveland Browns quarterback Johnny Manziel and former Ohio Governor Ted Strick","| Mike Trivisonno is an American.	True |
| Mike Trivisonno is a radio talk show host.	True |
| He currently hosts the morning drive-time slot.	False |
| The morning drive-time slot is on WTAM in Cleveland, Ohio.	False |
| He has been hosting the morning drive-time slot on WTAM in Cleveland, Ohio since 2013.	False |
| Prior to that, he worked for WJW-TV in Cleveland.	False |
| He worked for WJW-TV in Cleveland as a news anchor.	False |
| He worked for WJW-TV in Cleveland as a reporter.	False |
| He worked for WJW-TV in Cleveland as a news anchor and reporter.	False |
| He worked for WJW-TV in Cleveland from 1984 to 2013.	False |
| Trivisonno is known for his outspoken personality.	True |
| Trivisonno is known for his controversial views.	True |
| Trivisonno's controversial views are on various topics.	True |
| He has been involved in high-profile feuds.	True |
| He has been involved in high-profile feuds with public figures.	True |
| He has been involved in high-profile feuds with former Cleveland Browns quarterback Johnny Manziel.	False |
| He has been involved in high-profile feuds with former Ohio Governor Ted Strick.	False |
","| He currently hosts the morning drive-time slot. |
| The morning drive-time slot is on WTAM in Cleveland, Ohio. |
| He has been hosting the morning drive-time slot on WTAM in Cleveland, Ohio since 2013. |
| Prior to that, he worked for WJW-TV in Cleveland. |
| He worked for WJW-TV in Cleveland as a news anchor. |
| He worked for WJW-TV in Cleveland as a reporter. |
| He worked for WJW-TV in Cleveland as a news anchor and reporter. |
| He worked for WJW-TV in Cleveland from 1984 to 2013. |
| He has been involved in high-profile feuds with former Cleveland Browns quarterback Johnny Manziel. |
| He has been involved in high-profile feuds with former Ohio Governor Ted Strick. |
"
Tell me a bio of Daniel Dubois (boxer)," Daniel Dubois is a British professional boxer. Born on September 30, 1994, in Peckham, London, he is currently signed to Frank Warren's Queensberry Promotions. As an amateur, he represented England at the European Union Championships and the European Championships, winning gold medals in both tournaments. He turned professional in 2017 and has since made a name for himself with his impressive knockout power. As of March 2023, he holds a record of 23 wins with 22 knockouts. His next fight is scheduled for April ","| Daniel Dubois	True |
| British	True |
| Professional boxer.	True |
| He was born on September 30, 1994.	False |
| He was born in Peckham, London.	False |
| He is currently signed to Frank Warren's Queensberry Promotions.	True |
| He is an amateur.	False |
| He represented England.	False |
| He represented England at the European Union Championships.	False |
| He represented England at the European Championships.	False |
| He won gold medals.	True |
| He won gold medals in both tournaments.	True |
| He turned professional in 2017.	True |
| He made a name for himself.	True |
| He made a name for himself with his impressive knockout power.	True |
| His impressive knockout power helped him make a name for himself.	True |
| As of March 2023.	True |
| He holds a record.	True |
| The record consists of 23 wins.	True |
| The record consists of 22 knockouts.	True |
| He has a next fight.	True |
| The next fight is scheduled for April.	False |
","| He was born on September 30, 1994. |
| He was born in Peckham, London. |
| He is an amateur. |
| He represented England. |
| He represented England at the European Union Championships. |
| He represented England at the European Championships. |
| The next fight is scheduled for April. |
"
Tell me a bio of Tiffany Haddish," Tiffany Sarac Haddish is an American actress and comedian, born on December 3, 1979, in Los Angeles, California. She rose to fame in the late 2000s as a stand-up comedian and later appeared in various television series such as ""The Carmichael Show,"" ""If Loving You Is Wrong,"" and ""Real Husbands of Hollywood."" In 2017, she made her film debut in ""Keanu"" and gained critical acclaim for her role in ""Girls Trip."" Her energetic performance and honest comedy","| Tiffany Sarac Haddish is an American.	False |
| Tiffany Sarac Haddish is an actress.	False |
| Tiffany Sarac Haddish is a comedian.	True |
| Tiffany Sarac Haddish was born on December 3, 1979.	False |
| Tiffany Sarac Haddish was born in Los Angeles, California.	False |
| She rose to fame in the late 2000s.	False |
| She rose to fame as a stand-up comedian.	True |
| She appeared in ""The Carmichael Show.""	True |
| She appeared in ""If Loving You Is Wrong.""	True |
| She appeared in ""Real Husbands of Hollywood.""	True |
| She later appeared in various television series.	True |
| In 2017, she made her film debut.	True |
| Her film debut was in ""Keanu"".	True |
| ""Keanu"" is a movie.	True |
| Her role in ""Girls Trip"" gained critical acclaim.	True |
| ""Girls Trip"" is a movie.	True |
| She has an energetic performance.	True |
| She performs honest comedy.	True |
","| Tiffany Sarac Haddish is an American. |
| Tiffany Sarac Haddish is an actress. |
| Tiffany Sarac Haddish was born on December 3, 1979. |
| Tiffany Sarac Haddish was born in Los Angeles, California. |
| She rose to fame in the late 2000s. |
"
Tell me a bio of Craig Morton," Craig Morton is a former professional football player who played as a goalkeeper in the English Football League from 1967 to 1983. He started his career with Arsenal and went on to play for teams like Manchester City, Leicester City, and Stoke City. Morton was known for his agility and shot-stopping abilities. He made over 500 appearances in all competitions throughout his career. After retiring from football, he worked as a coach and manager in various clubs. Morton was also capped 28 times for the English national team.","| Craig Morton is a former professional football player.	True |
| Craig Morton played as a goalkeeper.	False |
| Craig Morton played in the English Football League.	False |
| Craig Morton played in the English Football League from 1967 to 1983.	False |
| He started his career with Arsenal.	False |
| He played for Arsenal.	False |
| He played for Arsenal and other teams.	False |
| He played for Arsenal, Manchester City, Leicester City, and Stoke City.	False |
| Morton was known for his agility.	False |
| Morton was known for his shot-stopping abilities.	False |
| He made appearances in competitions.	True |
| He made over 500 appearances.	False |
| He made over 500 appearances in all competitions.	False |
| He made over 500 appearances throughout his career.	False |
| He retired from football.	True |
| He worked as a coach.	True |
| He worked as a manager.	False |
| He worked in various clubs.	False |
| Morton was capped.	False |
| Morton was capped 28 times.	False |
| Morton was capped for the English national team.	False |
","| Craig Morton played as a goalkeeper. |
| Craig Morton played in the English Football League. |
| Craig Morton played in the English Football League from 1967 to 1983. |
| He started his career with Arsenal. |
| He played for Arsenal. |
| He played for Arsenal and other teams. |
| He played for Arsenal, Manchester City, Leicester City, and Stoke City. |
| Morton was known for his agility. |
| Morton was known for his shot-stopping abilities. |
| He made over 500 appearances. |
| He made over 500 appearances in all competitions. |
| He made over 500 appearances throughout his career. |
| He worked as a manager. |
| He worked in various clubs. |
| Morton was capped. |
| Morton was capped 28 times. |
| Morton was capped for the English national team. |
"
Tell me a bio of Virginia Valli," Virginia Valli is an American actress and singer. She was born on August 16, 1925, in New York City, New York, USA. Valli began her career as a Broadway actress and later transitioned to film and television roles. She is best known for her roles in films such as ""The Blue Veil"" (1946), ""Johnny Angel"" (1945), and ""Bright Victory"" (1948). Valli also had a successful singing career, releasing several albums and singles throughout the 1940s and 195","| Virginia Valli is an American.	True |
| Virginia Valli is an actress.	True |
| Virginia Valli is a singer.	False |
| She was born on August 16, 1925.	False |
| She was born in New York City, New York.	False |
| She was born in the USA.	True |
| Valli began her career as a Broadway actress.	False |
| Valli later transitioned to film roles.	True |
| Valli later transitioned to television roles.	False |
| She is best known for her roles in films.	True |
| One of her best known roles is in The Blue Veil.	False |
| The Blue Veil is a film.	False |
| The Blue Veil was released in 1946.	False |
| One of her best known roles is in Johnny Angel.	False |
| Johnny Angel is a film.	False |
| Johnny Angel was released in 1945.	False |
| One of her best known roles is in Bright Victory.	False |
| Bright Victory is a film.	False |
| Bright Victory was released in 1948.	False |
| Valli had a successful singing career.	False |
| Valli released several albums.	False |
| Valli released singles.	False |
| Valli released albums throughout the 1940s.	False |
| Valli released singles throughout the 1940s.	False |
| Valli released albums throughout the 1950s.	False |
| Valli released singles throughout the 1950s.	False |
","| Virginia Valli is a singer. |
| She was born on August 16, 1925. |
| She was born in New York City, New York. |
| Valli began her career as a Broadway actress. |
| Valli later transitioned to television roles. |
| One of her best known roles is in The Blue Veil. |
| The Blue Veil is a film. |
| The Blue Veil was released in 1946. |
| One of her best known roles is in Johnny Angel. |
| Johnny Angel is a film. |
| Johnny Angel was released in 1945. |
| One of her best known roles is in Bright Victory. |
| Bright Victory is a film. |
| Bright Victory was released in 1948. |
| Valli had a successful singing career. |
| Valli released several albums. |
| Valli released singles. |
| Valli released albums throughout the 1940s. |
| Valli released singles throughout the 1940s. |
| Valli released albums throughout the 1950s. |
| Valli released singles throughout the 1950s. |
"
