prompt,response,atoms,hallucinated atoms
Tell me a bio of Worranit Thawornwong," Worranit Thawornwong is a Thai actor and model. He was born on February 11, 1989 in Bangkok. He studied at the Faculty of Film Arts at Silpakorn University.
","| Worranit Thawornwong is a person.	True |
| Worranit Thawornwong is Thai.	True |
| Worranit Thawornwong is an actor.	True |
| Worranit Thawornwong is a model.	False |
| He was born on February 11, 1989.	False |
| He was born in Bangkok.	False |
| He studied.	False |
| He studied at the Faculty of Film Arts.	False |
| He studied at Silpakorn University.	False |
","| Worranit Thawornwong is a model. |
| He was born on February 11, 1989. |
| He was born in Bangkok. |
| He studied. |
| He studied at the Faculty of Film Arts. |
| He studied at Silpakorn University. |
"
Tell me a bio of Carl Braun (obstetrician)," Dr. Carl H. Braun was born on March 31, 1887 in Chicago, Illinois to German immigrants. He attended the University of Michigan Medical School from 1905-1908 and completed his residency at Cook County Hospital in Chicago in 1911. In 1912 he married Anna Marie Mergl who was also an OB/GYN doctor.

Braun became interested in obstetrics during medical school when he saw several women die after childbirth complications. After completing his residency, he went into private practice with","| Dr. Carl H. Braun was born on March 31, 1887.	False |
| Dr. Carl H. Braun was born in Chicago, Illinois.	False |
| Dr. Carl H. Braun's parents were German immigrants.	False |
| He attended the University of Michigan Medical School.	False |
| He attended the University of Michigan Medical School from 1905-1908.	False |
| He completed his residency.	True |
| He completed his residency at Cook County Hospital.	False |
| He completed his residency at Cook County Hospital in Chicago.	False |
| He completed his residency at Cook County Hospital in 1911.	False |
| In 1912, he got married.	False |
| He married Anna Marie Mergl.	True |
| Anna Marie Mergl was an OB/GYN doctor.	False |
| Braun became interested in obstetrics.	True |
| Braun became interested in obstetrics during medical school.	True |
| Braun saw women die after childbirth complications.	True |
| Braun saw several women die after childbirth complications.	True |
| Braun saw several women die after childbirth complications during medical school.	True |
| He completed his residency.	True |
| He went into private practice.	True |
","| Dr. Carl H. Braun was born on March 31, 1887. |
| Dr. Carl H. Braun was born in Chicago, Illinois. |
| Dr. Carl H. Braun's parents were German immigrants. |
| He attended the University of Michigan Medical School. |
| He attended the University of Michigan Medical School from 1905-1908. |
| He completed his residency at Cook County Hospital. |
| He completed his residency at Cook County Hospital in Chicago. |
| He completed his residency at Cook County Hospital in 1911. |
| In 1912, he got married. |
| Anna Marie Mergl was an OB/GYN doctor. |
"
Tell me a bio of Shawn Ashmore," Shawn Michael Howard was born on November 29, 1978 in Calgary, Alberta. He is the son of Michael and Barbara (née Smith). His father played professional hockey for several teams including the New York Rangers, Hartford Whalers, Philadelphia Flyers, Pittsburgh Penguins, and Los Angeles Kings.[1]
","| Shawn Michael Howard was born on November 29, 1978.	False |
| Shawn Michael Howard was born in Calgary.	False |
| Shawn Michael Howard was born in Alberta.	False |
| He is a son.	True |
| Michael is his father.	False |
| Barbara is his mother.	False |
| Barbara's maiden name is Smith.	False |
| His father played professional hockey.	False |
| His father played for the New York Rangers.	False |
| His father played for the Hartford Whalers.	False |
| His father played for the Philadelphia Flyers.	False |
| His father played for the Pittsburgh Penguins.	False |
| His father played for the Los Angeles Kings.	False |
","| Shawn Michael Howard was born on November 29, 1978. |
| Shawn Michael Howard was born in Calgary. |
| Shawn Michael Howard was born in Alberta. |
| Michael is his father. |
| Barbara is his mother. |
| Barbara's maiden name is Smith. |
| His father played professional hockey. |
| His father played for the New York Rangers. |
| His father played for the Hartford Whalers. |
| His father played for the Philadelphia Flyers. |
| His father played for the Pittsburgh Penguins. |
| His father played for the Los Angeles Kings. |
"
Tell me a bio of Sila María Calderón," Sila Maria Calderon was born on March 11, 1936 in the city of San Pedro de Macorís, Dominican Republic. She is an actress and producer who has appeared in more than 60 films since her debut in 1968. Her most notable film roles include ""La Vida Secreta de una Danza"" (1971), ""El Médico de La Habana"" (1975) and ""El Pueblo de las Marias"" (1978).

Calderón began","| Sila Maria Calderon was born on March 11, 1936.	False |
| Sila Maria Calderon was born in the city of San Pedro de Macorís.	False |
| Sila Maria Calderon was born in the Dominican Republic.	False |
| She is an actress.	False |
| She is a producer.	False |
| She has appeared in more than 60 films.	False |
| She made her debut in 1968.	False |
| Her most notable film roles include ""La Vida Secreta de una Danza"" (1971).	False |
| Her most notable film roles include ""El Médico de La Habana"" (1975).	False |
| Her most notable film roles include ""El Pueblo de las Marias"" (1978).	False |
","| Sila Maria Calderon was born on March 11, 1936. |
| Sila Maria Calderon was born in the city of San Pedro de Macorís. |
| Sila Maria Calderon was born in the Dominican Republic. |
| She is an actress. |
| She is a producer. |
| She has appeared in more than 60 films. |
| She made her debut in 1968. |
| Her most notable film roles include ""La Vida Secreta de una Danza"" (1971). |
| Her most notable film roles include ""El Médico de La Habana"" (1975). |
| Her most notable film roles include ""El Pueblo de las Marias"" (1978). |
"
Tell me a bio of Pratibha Patil," Pratibha Raje Scindia was born on March 23, 1944 in New Delhi. She is the daughter of former Prime Minister of India Shri Charan Singh and Smt. Indira Devi Sarkar. Her father was a freedom fighter who served as Chief Minister of Uttar Pradesh from 1962 to 1967. He later became the 12th Prime Minister of India from 1989-1990 but died before assuming office.
","| Pratibha Raje Scindia was born on March 23, 1944.	False |
| Pratibha Raje Scindia was born in New Delhi.	False |
| She is the daughter.	False |
| She is the daughter of former Prime Minister of India Shri Charan Singh.	False |
| She is the daughter of Smt.	False |
| Her father was a freedom fighter.	True |
| Her father served as Chief Minister of Uttar Pradesh.	False |
| Her father served from 1962 to 1967.	True |
| He later became the 12th Prime Minister of India.	False |
| He became the 12th Prime Minister of India from 1989-1990.	False |
| He died.	False |
| He died before assuming office.	False |
","| Pratibha Raje Scindia was born on March 23, 1944. |
| Pratibha Raje Scindia was born in New Delhi. |
| She is the daughter. |
| She is the daughter of former Prime Minister of India Shri Charan Singh. |
| She is the daughter of Smt. |
| Her father served as Chief Minister of Uttar Pradesh. |
| He later became the 12th Prime Minister of India. |
| He became the 12th Prime Minister of India from 1989-1990. |
| He died. |
| He died before assuming office. |
"
Tell me a bio of Lodewicus du Plessis," Lodewicus du Plessis was born in 1725 and studied at the University of Leiden. He became a professor there, but later moved to Utrecht where he died in 1800.
","| Lodewicus du Plessis was born in 1725.	False |
| Lodewicus du Plessis studied at the University of Leiden.	False |
| He became a professor.	True |
| He became a professor there.	True |
| He later moved to Utrecht.	False |
| He died in 1800.	False |
","| Lodewicus du Plessis was born in 1725. |
| Lodewicus du Plessis studied at the University of Leiden. |
| He later moved to Utrecht. |
| He died in 1800. |
"
Tell me a bio of Shane Fontayne," Shane Fontayne is an American guitarist who was born on February 13, 1965. He began playing guitar at the age of 12 and quickly developed his skills as he played in various bands throughout high school. After graduating from college with a degree in business, Fontayne decided to pursue a career in music full-time.

In 1991, Fontayne joined the band Extreme, which had achieved mainstream success with their album Pornograffitti. With Extreme, Fontayne","| Shane Fontayne is an American.	False |
| Shane Fontayne is a guitarist.	True |
| Shane Fontayne was born on February 13, 1965.	False |
| He began playing guitar at the age of 12.	True |
| He quickly developed his skills.	True |
| He played in various bands.	True |
| He played in various bands throughout high school.	True |
| Playing in various bands helped him develop his skills.	True |
| Fontayne graduated from college.	False |
| Fontayne graduated from college with a degree in business.	False |
| After graduating from college, Fontayne decided to pursue a career in music full-time.	True |
| In 1991, Fontayne joined the band Extreme.	False |
| Extreme is a band.	False |
| Extreme had achieved mainstream success.	False |
| Extreme achieved mainstream success with their album Pornograffitti.	False |
","| Shane Fontayne is an American. |
| Shane Fontayne was born on February 13, 1965. |
| Fontayne graduated from college. |
| Fontayne graduated from college with a degree in business. |
| In 1991, Fontayne joined the band Extreme. |
| Extreme is a band. |
| Extreme had achieved mainstream success. |
| Extreme achieved mainstream success with their album Pornograffitti. |
"
Tell me a bio of RM (rapper)," Rapper RM was born in Seoul, South Korea on January 31st, 1993. He is the leader and main rapper for the Korean hip hop group BTS, which stands for Bangtan Sonyeondan or Beyond The Scene.
","| Rapper RM was born in Seoul.	True |
| Rapper RM was born in South Korea.	True |
| Rapper RM was born on January 31st, 1993.	False |
| He is the leader of BTS.	True |
| He is the main rapper of BTS.	True |
| BTS is a Korean hip hop group.	True |
| BTS stands for Bangtan Sonyeondan.	True |
| BTS stands for Beyond The Scene.	False |
","| Rapper RM was born on January 31st, 1993. |
| BTS stands for Beyond The Scene. |
"
Tell me a bio of Ameyaw Debrah," I am Ameyaw Debrah, an African-American woman who is passionate about inspiring and motivating people to live their best lives.  I have been featured on national television as well as in print media for my success stories.
","| The speaker is Ameyaw Debrah.	True |
| Ameyaw Debrah is an African-American woman.	False |
| Ameyaw Debrah is passionate about inspiring and motivating people.	True |
| The passion of Ameyaw Debrah is to inspire and motivate people.	True |
| The speaker is passionate about inspiring and motivating people to live their best lives.	False |
| I have been featured on national television.	True |
| I have been featured in print media.	True |
| The features were for my success stories.	True |
","| Ameyaw Debrah is an African-American woman. |
| The speaker is passionate about inspiring and motivating people to live their best lives. |
"
Tell me a bio of Cleopatra," Queen Cleopatra VII Philopator was the last active ruler of Ptolemaic Egypt. She reigned from 51-30 BCE and is one of history's most famous female rulers, known for her beauty, intelligence, and influence over Roman leaders Julius Caesar and Mark Antony.
","| Queen Cleopatra VII Philopator was a queen.	True |
| Queen Cleopatra VII Philopator was the last active ruler.	True |
| Queen Cleopatra VII Philopator ruled Ptolemaic Egypt.	True |
| She reigned from 51-30 BCE.	True |
| She is one of history's most famous female rulers.	True |
| She is known for her beauty.	False |
| She is known for her intelligence.	True |
| She is known for her influence over Roman leaders.	True |
| Julius Caesar is a Roman leader.	True |
| She had influence over Julius Caesar.	True |
| Mark Antony is a Roman leader.	True |
| She had influence over Mark Antony.	True |
","| She is known for her beauty. |
"
Tell me a bio of Ana Cláudia Bolzan," Ana Claudia Bolzan is an Italian actress and model.
","| Ana Claudia Bolzan is a person.	True |
| Ana Claudia Bolzan is Italian.	False |
| Ana Claudia Bolzan is an actress.	False |
| Ana Claudia Bolzan is a model.	False |
","| Ana Claudia Bolzan is Italian. |
| Ana Claudia Bolzan is an actress. |
| Ana Claudia Bolzan is a model. |
"
Tell me a bio of Jean Muir (actress)," Jean Muir was an American actress and dancer. She began her career as a chorus girl in New York City, but soon moved to Hollywood where she appeared in several films before retiring from acting in the 1940s.
","| Jean Muir was a person.	True |
| Jean Muir was American.	True |
| Jean Muir was an actress.	True |
| Jean Muir was a dancer.	False |
| She began her career as a chorus girl.	False |
| She began her career as a chorus girl in New York City.	False |
| She moved to Hollywood.	True |
| She appeared in several films.	True |
| She retired from acting.	False |
| She retired from acting in the 1940s.	False |
","| Jean Muir was a dancer. |
| She began her career as a chorus girl. |
| She began her career as a chorus girl in New York City. |
| She retired from acting. |
| She retired from acting in the 1940s. |
"
Tell me a bio of Evgeny Shalunov," Evgeniy Aleksandrovich Shalunov (Russian: Евге́ний Алекса́ндрович Шалунов) is a Russian professional ice hockey defenceman. He currently plays for HC Spartak Moscow of the Kontinental Hockey League.[1]

Shalunov was drafted by the New York Rangers in the seventh round, 193rd overall, at the 2009 NHL Entry Draft. In his first season","| Evgeniy Aleksandrovich Shalunov is a person.	False |
| Evgeniy Aleksandrovich Shalunov is Russian.	False |
| Evgeniy Aleksandrovich Shalunov is a professional ice hockey defenceman.	False |
| He currently plays for HC Spartak Moscow.	False |
| HC Spartak Moscow is a team in the Kontinental Hockey League.	False |
| Shalunov was drafted.	False |
| Shalunov was drafted by the New York Rangers.	False |
| Shalunov was drafted in the seventh round.	False |
| Shalunov was drafted 193rd overall.	False |
| The draft took place at the 2009 NHL Entry Draft.	False |
","| Evgeniy Aleksandrovich Shalunov is a person. |
| Evgeniy Aleksandrovich Shalunov is Russian. |
| Evgeniy Aleksandrovich Shalunov is a professional ice hockey defenceman. |
| He currently plays for HC Spartak Moscow. |
| HC Spartak Moscow is a team in the Kontinental Hockey League. |
| Shalunov was drafted. |
| Shalunov was drafted by the New York Rangers. |
| Shalunov was drafted in the seventh round. |
| Shalunov was drafted 193rd overall. |
| The draft took place at the 2009 NHL Entry Draft. |
"
Tell me a bio of Charles Allen (jurist)," Charles Allen was an American jurist who served as the eighth Chief Justice of New York from 1819 to 1821.

Charles Allen was born in 1767, and he graduated from Yale College in 1785 before studying law at the Litchfield Law School. He began his legal career practicing law in Connecticut before being appointed to serve as a judge on the Connecticut Superior Court in 1800. In 1806, President Thomas Jefferson nominated him for the United States District Court for the District of Connecticut,","| Charles Allen was an American.	True |
| Charles Allen was a jurist.	True |
| Charles Allen served as the eighth Chief Justice of New York.	False |
| Charles Allen served as Chief Justice of New York from 1819 to 1821.	False |
| Charles Allen was born in 1767.	False |
| Charles Allen graduated from Yale College in 1785.	False |
| Charles Allen studied law.	True |
| Charles Allen studied law at the Litchfield Law School.	False |
| Charles Allen studied law at the Litchfield Law School after graduating from Yale College.	False |
| He began his legal career.	True |
| He practiced law in Connecticut.	False |
| He was appointed to serve as a judge.	True |
| He was appointed to serve as a judge on the Connecticut Superior Court.	False |
| He was appointed to serve as a judge on the Connecticut Superior Court in 1800.	False |
| President Thomas Jefferson nominated him.	False |
| President Thomas Jefferson nominated him in 1806.	False |
| President Thomas Jefferson nominated him for the United States District Court.	False |
| President Thomas Jefferson nominated him for the United States District Court for the District of Connecticut.	False |
","| Charles Allen served as the eighth Chief Justice of New York. |
| Charles Allen served as Chief Justice of New York from 1819 to 1821. |
| Charles Allen was born in 1767. |
| Charles Allen graduated from Yale College in 1785. |
| Charles Allen studied law at the Litchfield Law School. |
| Charles Allen studied law at the Litchfield Law School after graduating from Yale College. |
| He practiced law in Connecticut. |
| He was appointed to serve as a judge on the Connecticut Superior Court. |
| He was appointed to serve as a judge on the Connecticut Superior Court in 1800. |
| President Thomas Jefferson nominated him. |
| President Thomas Jefferson nominated him in 1806. |
| President Thomas Jefferson nominated him for the United States District Court. |
| President Thomas Jefferson nominated him for the United States District Court for the District of Connecticut. |
"
Tell me a bio of Deyverson," Deyverson is an American actor and rapper who began his career as a social media influencer before transitioning into acting. He was born in the Bronx, New York City, on July 31, 1996. His mother is Dominican and his father is Puerto Rican.

He started posting videos to YouTube when he was 13 years old, where he gained a following for his comedy sketches and vlogs. In 2017, he signed with Warner Bros. Records and released his debut single ""G","| Deyverson is an American.	False |
| Deyverson is an actor.	False |
| Deyverson is a rapper.	False |
| Deyverson began his career as a social media influencer.	False |
| Deyverson transitioned into acting.	False |
| He was born in the Bronx.	False |
| He was born in New York City.	False |
| He was born on July 31, 1996.	False |
| His mother is Dominican.	False |
| His father is Puerto Rican.	False |
| He started posting videos to YouTube.	False |
| He started posting videos to YouTube when he was 13 years old.	False |
| He gained a following.	True |
| He gained a following for his comedy sketches.	False |
| He gained a following for his vlogs.	False |
| In 2017, he signed with Warner Bros. Records.	False |
| He signed with Warner Bros. Records.	False |
| He released his debut single.	False |
| His debut single is called ""G."".	False |
","| Deyverson is an American. |
| Deyverson is an actor. |
| Deyverson is a rapper. |
| Deyverson began his career as a social media influencer. |
| Deyverson transitioned into acting. |
| He was born in the Bronx. |
| He was born in New York City. |
| He was born on July 31, 1996. |
| His mother is Dominican. |
| His father is Puerto Rican. |
| He started posting videos to YouTube. |
| He started posting videos to YouTube when he was 13 years old. |
| He gained a following for his comedy sketches. |
| He gained a following for his vlogs. |
| In 2017, he signed with Warner Bros. Records. |
| He signed with Warner Bros. Records. |
| He released his debut single. |
| His debut single is called ""G."". |
"
Tell me a bio of Ruth Fischer," Ruth Fischer was born in 1877 and died in 1962. She is best known as the leader of the Munich student movement during World War I, which resulted in the Spartacus League being banned by the Bavarian government.
","| Ruth Fischer was born in 1877.	False |
| Ruth Fischer died in 1962.	False |
| She is best known as the leader of the Munich student movement.	False |
| The Munich student movement occurred during World War I.	False |
| The Munich student movement resulted in the Spartacus League being banned.	False |
| The Spartacus League was banned by the Bavarian government.	True |
","| Ruth Fischer was born in 1877. |
| Ruth Fischer died in 1962. |
| She is best known as the leader of the Munich student movement. |
| The Munich student movement occurred during World War I. |
| The Munich student movement resulted in the Spartacus League being banned. |
"
Tell me a bio of Cris Cyborg," Cris Elizabeth de Oliveira Cyborg (Portuguese pronunciation: [ˈkɾiʃ dɨ ˈsiβɔrɐ duˈvejɾɐ]; born August 29, 1988) is a Brazilian mixed martial artist and kickboxer. She currently competes in the bantamweight division of the Ultimate Fighting Championship (UFC), where she is the former UFC Women's Bantamweight Champion.
","| Cris Cyborg's full name is Cris Elizabeth de Oliveira Cyborg.	False |
| Cris Cyborg is from Brazil.	True |
| Cris Cyborg was born on August 29, 1988.	False |
| Cris Cyborg is a mixed martial artist.	True |
| Cris Cyborg is a kickboxer.	False |
| She competes in the bantamweight division.	False |
| She competes in the Ultimate Fighting Championship (UFC).	False |
| She is the former UFC Women's Bantamweight Champion.	False |
","| Cris Cyborg's full name is Cris Elizabeth de Oliveira Cyborg. |
| Cris Cyborg was born on August 29, 1988. |
| Cris Cyborg is a kickboxer. |
| She competes in the bantamweight division. |
| She competes in the Ultimate Fighting Championship (UFC). |
| She is the former UFC Women's Bantamweight Champion. |
"
Tell me a bio of Joe McGinniss," Joseph Thomas ""Joe"" McGinniss III (born November 18, 1943) is an American author and journalist. He was the youngest editor ever to edit The New York Times Magazine.[1]
","| Joseph Thomas McGinniss III is also known as ""Joe"" McGinniss.	True |
| Joseph Thomas McGinniss III was born on November 18, 1943.	False |
| Joseph Thomas McGinniss III is an American.	False |
| Joseph Thomas McGinniss III is an author.	False |
| Joseph Thomas McGinniss III is a journalist.	False |
| He was an editor.	False |
| He was the youngest editor.	False |
| He was the editor of The New York Times Magazine.	False |
| He was the youngest editor ever to edit The New York Times Magazine.	False |
","| Joseph Thomas McGinniss III was born on November 18, 1943. |
| Joseph Thomas McGinniss III is an American. |
| Joseph Thomas McGinniss III is an author. |
| Joseph Thomas McGinniss III is a journalist. |
| He was an editor. |
| He was the youngest editor. |
| He was the editor of The New York Times Magazine. |
| He was the youngest editor ever to edit The New York Times Magazine. |
"
Tell me a bio of Yuyan," Born in Shanghai, China, on August 18th, 1984.
Yuyang Liu is an American-Chinese computer scientist and machine learning researcher who works at Facebook AI Research (FAIR). She was previously employed by Google Brain where she worked as part of the team that built InstructGPT, a large language model for natural language inference.

Liu has made significant contributions to the field of deep reinforcement learning, including the development of Deep Q-Network (DQN) architecture, which","| Born in Shanghai.	False |
| Born in China.	True |
| Date of birth is August 18th, 1984.	False |
| Yuyang Liu is a person.	False |
| Yuyang Liu is an American-Chinese.	False |
| Yuyang Liu is a computer scientist.	False |
| Yuyang Liu is a machine learning researcher.	False |
| Yuyang Liu works at Facebook AI Research (FAIR).	False |
| She was previously employed by Google Brain.	False |
| She worked as part of a team.	False |
| The team built InstructGPT.	False |
| InstructGPT is a large language model.	False |
| InstructGPT is for natural language inference.	False |
| Liu has made significant contributions to the field of deep reinforcement learning.	False |
| Liu developed the Deep Q-Network (DQN) architecture.	False |
","| Born in Shanghai. |
| Date of birth is August 18th, 1984. |
| Yuyang Liu is a person. |
| Yuyang Liu is an American-Chinese. |
| Yuyang Liu is a computer scientist. |
| Yuyang Liu is a machine learning researcher. |
| Yuyang Liu works at Facebook AI Research (FAIR). |
| She was previously employed by Google Brain. |
| She worked as part of a team. |
| The team built InstructGPT. |
| InstructGPT is a large language model. |
| InstructGPT is for natural language inference. |
| Liu has made significant contributions to the field of deep reinforcement learning. |
| Liu developed the Deep Q-Network (DQN) architecture. |
"
Tell me a bio of Bobby Thomson," Born in Brooklyn, New York on July 2nd 1918. He attended St. John's University and was drafted into the military during World War II.
","| Born in Brooklyn, New York.	False |
| Born on July 2nd, 1918.	False |
| He attended St. John's University.	False |
| He was drafted into the military.	True |
| He was drafted into the military during World War II.	True |
","| Born in Brooklyn, New York. |
| Born on July 2nd, 1918. |
| He attended St. John's University. |
"
Tell me a bio of Vijay (actor)," Vijay is an Indian actor who has acted in Tamil, Telugu and Hindi films. He started his career as a child artist and later went on to establish himself as one of the most popular actors in South India.
","| Vijay is an actor.	True |
| Vijay is Indian.	True |
| Vijay has acted in Tamil films.	True |
| Vijay has acted in Telugu films.	False |
| Vijay has acted in Hindi films.	False |
| He started his career as a child artist.	True |
| He later established himself as one of the most popular actors.	True |
| He established himself as one of the most popular actors in South India.	True |
| He is one of the most popular actors in South India.	True |
","| Vijay has acted in Telugu films. |
| Vijay has acted in Hindi films. |
"
Tell me a bio of Eric Winter," Eric Winter is an American actor known for his role as ""Billy LeBeau"" in the Netflix series ""Outer Banks"". He was born on November 3, 1999 and grew up in North Carolina.
","| Eric Winter is an American.	True |
| Eric Winter is an actor.	True |
| Eric Winter is known for his role as ""Billy LeBeau"".	False |
| ""Billy LeBeau"" is a character in the Netflix series ""Outer Banks"".	False |
| ""Outer Banks"" is a Netflix series.	False |
| He was born on November 3, 1999.	False |
| He grew up in North Carolina.	False |
","| Eric Winter is known for his role as ""Billy LeBeau"". |
| ""Billy LeBeau"" is a character in the Netflix series ""Outer Banks"". |
| ""Outer Banks"" is a Netflix series. |
| He was born on November 3, 1999. |
| He grew up in North Carolina. |
"
Tell me a bio of Hoshiar Singh Dahiya," Born on 24th March 1855, in village Bishanpur, District Muzaffarnagar. He was the son of Mahant Ram Das and Shrimati Prabha Devi. His father's name is unknown but he had two brothers named Ram Charan Das and Rajendra Das.
","| The person was born on 24th March 1855.	False |
| The person was born in the village Bishanpur.	False |
| The village Bishanpur is located in District Muzaffarnagar.	False |
| He was a son.	True |
| His father's name was Mahant Ram Das.	False |
| His mother's name was Shrimati Prabha Devi.	False |
| His father's name is unknown.	False |
| He had two brothers.	True |
| The names of his brothers are Ram Charan Das and Rajendra Das.	False |
","| The person was born on 24th March 1855. |
| The person was born in the village Bishanpur. |
| The village Bishanpur is located in District Muzaffarnagar. |
| His father's name was Mahant Ram Das. |
| His mother's name was Shrimati Prabha Devi. |
| His father's name is unknown. |
| The names of his brothers are Ram Charan Das and Rajendra Das. |
"
Tell me a bio of Maxime Masson," Maxime Masson is a French author who was born on March 29, 1959. He is most well known for his work in the fantasy genre and has written several popular series such as The Chronicles of Prydain, which he adapted into an animated TV show called ""The Chronicles of Prydain.""
","| Maxime Masson is a French author.	False |
| Maxime Masson was born on March 29, 1959.	False |
| He is well known for his work in the fantasy genre.	False |
| He has written several popular series.	False |
| One of the series he wrote is The Chronicles of Prydain.	False |
| He adapted The Chronicles of Prydain into an animated TV show called ""The Chronicles of Prydain."".	False |
","| Maxime Masson is a French author. |
| Maxime Masson was born on March 29, 1959. |
| He is well known for his work in the fantasy genre. |
| He has written several popular series. |
| One of the series he wrote is The Chronicles of Prydain. |
| He adapted The Chronicles of Prydain into an animated TV show called ""The Chronicles of Prydain."". |
"
Tell me a bio of Gopi Sundar," Gopi Sundar is an Indian lyricist, screenwriter and singer who has worked in the Tamil film industry. He is known for his work as a lyricist with director Vignesh Shivan.
","| Gopi Sundar is Indian.	True |
| Gopi Sundar is a lyricist.	False |
| Gopi Sundar is a screenwriter.	False |
| Gopi Sundar is a singer.	True |
| Gopi Sundar has worked in the Tamil film industry.	True |
| He is known for his work as a lyricist.	False |
| He is known for his work with director Vignesh Shivan.	False |
","| Gopi Sundar is a lyricist. |
| Gopi Sundar is a screenwriter. |
| He is known for his work as a lyricist. |
| He is known for his work with director Vignesh Shivan. |
"
Tell me a bio of James Tyrrell," James Tyrrell was born in 1877, and died at the age of 59. He was an English cricketer who played for Nottinghamshire from 1900 to 1911.

Tyrrell made his debut for Notts against Derbyshire in March 1900, scoring 8 runs before being dismissed by George Hirst. In his next match, he took 2 wickets for 28 runs as Derbyshire were bowled out for 80 in their second innings. In 1901, he scored 99 not out against","| James Tyrrell was born in 1877.	False |
| James Tyrrell died.	True |
| James Tyrrell died at the age of 59.	True |
| He was English.	True |
| He was a cricketer.	False |
| He played for Nottinghamshire.	False |
| He played for Nottinghamshire from 1900 to 1911.	False |
| Tyrrell made his debut for Notts.	False |
| The debut match was against Derbyshire.	False |
| The debut match was in March 1900.	False |
| Tyrrell scored 8 runs in the debut match.	False |
| Tyrrell was dismissed by George Hirst.	False |
| In his next match, he took 2 wickets.	False |
| In his next match, he took 2 wickets for 28 runs.	False |
| Derbyshire were bowled out for 80 in their second innings.	False |
| It was in 1901.	False |
| He scored 99 not out against someone or a team.	False |
","| James Tyrrell was born in 1877. |
| He was a cricketer. |
| He played for Nottinghamshire. |
| He played for Nottinghamshire from 1900 to 1911. |
| Tyrrell made his debut for Notts. |
| The debut match was against Derbyshire. |
| The debut match was in March 1900. |
| Tyrrell scored 8 runs in the debut match. |
| Tyrrell was dismissed by George Hirst. |
| In his next match, he took 2 wickets. |
| In his next match, he took 2 wickets for 28 runs. |
| Derbyshire were bowled out for 80 in their second innings. |
| It was in 1901. |
| He scored 99 not out against someone or a team. |
"
Tell me a bio of Imbolo Mbue," Imbolo Mbue was born in Nairobi, Kenya. She is the first-born child to her parents who emigrated from Cameroon when she was three years old. Her father worked as an accountant and her mother as a secretary at the time. The family moved around various countries including Nigeria before settling down in New York City where Mbue attended college.
","| Imbolo Mbue was born in Nairobi.	False |
| Imbolo Mbue was born in Kenya.	False |
| She is the first-born child.	False |
| Her parents emigrated from Cameroon.	True |
| Her parents emigrated when she was three years old.	False |
| She was three years old when her parents emigrated.	False |
| She is the first-born child to her parents who emigrated from Cameroon when she was three years old.	False |
| Her father worked as an accountant.	True |
| Her mother worked as a secretary.	False |
| They worked at the same time.	False |
| The family moved around various countries.	True |
| The family moved around various countries including Nigeria.	False |
| The family moved around various countries before settling down in New York City.	False |
| Mbue attended college in New York City.	True |
","| Imbolo Mbue was born in Nairobi. |
| Imbolo Mbue was born in Kenya. |
| She is the first-born child. |
| Her parents emigrated when she was three years old. |
| She was three years old when her parents emigrated. |
| She is the first-born child to her parents who emigrated from Cameroon when she was three years old. |
| Her mother worked as a secretary. |
| They worked at the same time. |
| The family moved around various countries including Nigeria. |
| The family moved around various countries before settling down in New York City. |
"
Tell me a bio of Aert van der Neer," Aert is the Dutch word for Arthur. He was born in Leiden, Netherlands on December 10th 1571 and died at sea near Bergen op Zoom on August 8th 1621. His father Jan van der Neer was an artist who painted still life's as well as portraits.
","| Aert is a word.	False |
| Aert is the Dutch word.	True |
| Arthur is a word.	False |
| Arthur is a name.	False |
| Aert is the Dutch word for Arthur.	False |
| He was born in Leiden, Netherlands.	False |
| He was born on December 10th, 1571.	False |
| He died at sea near Bergen op Zoom.	False |
| He died on August 8th, 1621.	False |
| His father's name is Jan van der Neer.	False |
| Jan van der Neer was an artist.	False |
| Jan van der Neer painted still lifes.	False |
| Jan van der Neer painted portraits.	False |
","| Aert is a word. |
| Arthur is a word. |
| Arthur is a name. |
| Aert is the Dutch word for Arthur. |
| He was born in Leiden, Netherlands. |
| He was born on December 10th, 1571. |
| He died at sea near Bergen op Zoom. |
| He died on August 8th, 1621. |
| His father's name is Jan van der Neer. |
| Jan van der Neer was an artist. |
| Jan van der Neer painted still lifes. |
| Jan van der Neer painted portraits. |
"
Tell me a bio of Karl Urban," Karl is an Australian actor who was born on July 18, 1972. He started his career in theater and film as a teenager before moving into television roles. He has since appeared in numerous films including the ""Star Trek"" franchise, ""Dredd,"" ""Babe,"" ""The Lord of the Rings: The Return of the King,"" and many more.
","| Karl is an Australian actor.	False |
| Karl was born on July 18, 1972.	False |
| He started his career in theater.	True |
| He started his career in film.	True |
| He started his career in theater and film as a teenager.	True |
| He moved into television roles.	True |
| He started his career in theater and film as a teenager before moving into television roles.	True |
| He has appeared in numerous films.	True |
| He has appeared in the ""Star Trek"" franchise.	True |
| He has appeared in ""Dredd.""	True |
| He has appeared in ""Babe.""	False |
| He has appeared in ""The Lord of the Rings: The Return of the King.""	True |
| He has appeared in many more films.	True |
","| Karl is an Australian actor. |
| Karl was born on July 18, 1972. |
| He has appeared in ""Babe."" |
"
